Date,Hr_End,DA_Demand,RT_Demand,Dry_Bulb,Dew_Point,Dry_BulbSQ,Dew_PointSQ
1/1/20,1,1045.2,1080.18,32,30,1024,900
1/1/20,2,1022,1034.73,34,27,1156,729
1/1/20,3,952.7,1005.34,34,26,1156,676
1/1/20,4,967.2,1000.61,33,24,1089,576
1/1/20,5,961.8,1011.07,31,24,961,576
1/1/20,6,1000.6,1042.09,30,23,900,529
1/1/20,7,1043.5,1090.27,30,23,900,529
1/1/20,8,1102.1,1139.19,31,23,961,529
1/1/20,9,1184.7,1203.33,30,23,900,529
1/1/20,10,1220.8,1267.09,33,25,1089,625
1/1/20,11,1226.6,1308.22,34,23,1156,529
1/1/20,12,1237.1,1331.34,34,23,1156,529
1/1/20,13,1216.3,1338.32,34,24,1156,576
1/1/20,14,1211.8,1331.02,35,24,1225,576
1/1/20,15,1218.1,1324.32,35,23,1225,529
1/1/20,16,1233,1347.74,35,23,1225,529
1/1/20,17,1362,1459.06,34,23,1156,529
1/1/20,18,1451.1,1560.05,33,23,1089,529
1/1/20,19,1398.4,1531.83,33,24,1089,576
1/1/20,20,1346.9,1481.87,31,24,961,576
1/1/20,21,1321.3,1408.93,32,23,1024,529
1/1/20,22,1209.3,1307.77,32,24,1024,576
1/1/20,23,1121.7,1197.83,32,24,1024,576
1/1/20,24,1035.4,1112.27,31,23,961,529
1/2/20,1,1057.5,1059.88,32,24,1024,576
1/2/20,2,1025.4,1032.36,32,24,1024,576
1/2/20,3,1010.6,1023.11,32,23,1024,529
1/2/20,4,1032.4,1030.63,31,23,961,529
1/2/20,5,1060.5,1078.75,29,22,841,484
1/2/20,6,1167.7,1188.47,28,21,784,441
1/2/20,7,1327.2,1357.77,27,20,729,400
1/2/20,8,1424.4,1447.71,27,20,729,400
1/2/20,9,1441.2,1465.09,23,19,529,361
1/2/20,10,1413.4,1477.28,28,21,784,441
1/2/20,11,1403.5,1477.67,31,21,961,441
1/2/20,12,1390.3,1456.17,33,22,1089,484
1/2/20,13,1373.1,1419.93,35,24,1225,576
1/2/20,14,1373.1,1411.66,36,25,1296,625
1/2/20,15,1387.5,1395.02,38,26,1444,676
1/2/20,16,1414.2,1412.95,38,26,1444,676
1/2/20,17,1521.6,1512.67,38,27,1444,729
1/2/20,18,1607.6,1608.1,36,27,1296,729
1/2/20,19,1594.7,1595.05,33,27,1089,729
1/2/20,20,1554.3,1544.42,36,27,1296,729
1/2/20,21,1477.2,1468.79,29,26,841,676
1/2/20,22,1366.5,1358.57,30,26,900,676
1/2/20,23,1237.5,1229.05,33,27,1089,729
1/2/20,24,1128.2,1127.62,33,28,1089,784
1/3/20,1,1033.4,1061.39,32,28,1024,784
1/3/20,2,998.2,1027.13,30,27,900,729
1/3/20,3,975.9,1011.71,30,26,900,676
1/3/20,4,990.7,1016.22,29,26,841,676
1/3/20,5,1012.6,1052.5,30,27,900,729
1/3/20,6,1109.1,1153.29,30,27,900,729
1/3/20,7,1267.4,1310.93,30,27,900,729
1/3/20,8,1376.9,1404.29,31,28,961,784
1/3/20,9,1404,1430.47,30,28,900,784
1/3/20,10,1416.8,1446.74,32,28,1024,784
1/3/20,11,1427.8,1460.9,34,29,1156,841
1/3/20,12,1423.5,1456.08,35,30,1225,900
1/3/20,13,1422,1434.01,37,30,1369,900
1/3/20,14,1410.4,1425.51,39,31,1521,961
1/3/20,15,1395.1,1406.26,39,31,1521,961
1/3/20,16,1419.2,1409.95,39,32,1521,1024
1/3/20,17,1501.7,1486.08,39,32,1521,1024
1/3/20,18,1565.4,1542.24,37,32,1369,1024
1/3/20,19,1535.6,1517.49,36,31,1296,961
1/3/20,20,1478.4,1466.2,35,32,1225,1024
1/3/20,21,1402.8,1401.38,33,31,1089,961
1/3/20,22,1318.8,1315.73,33,31,1089,961
1/3/20,23,1194.1,1209.53,33,32,1089,1024
1/3/20,24,1091.2,1108.02,33,31,1089,961
1/4/20,1,1000.1,1036.63,32,31,1024,961
1/4/20,2,955.5,995.9,32,30,1024,900
1/4/20,3,931,975.07,32,30,1024,900
1/4/20,4,930.5,968.26,32,30,1024,900
1/4/20,5,945.4,982.38,33,31,1089,961
1/4/20,6,989.3,1025.04,33,31,1089,961
1/4/20,7,1045.4,1097.96,33,31,1089,961
1/4/20,8,1140.4,1183.28,33,31,1089,961
1/4/20,9,1234.2,1267.37,33,32,1089,1024
1/4/20,10,1311.8,1334.67,34,32,1156,1024
1/4/20,11,1340.9,1370.62,34,33,1156,1089
1/4/20,12,1348.9,1381.58,34,34,1156,1156
1/4/20,13,1338.2,1383.55,36,34,1296,1156
1/4/20,14,1329.3,1379.16,36,36,1296,1296
1/4/20,15,1306.2,1372.04,37,36,1369,1296
1/4/20,16,1328.4,1381.22,37,36,1369,1296
1/4/20,17,1419.1,1448.69,36,34,1296,1156
1/4/20,18,1487.5,1493.5,36,34,1296,1156
1/4/20,19,1444.6,1467.48,35,34,1225,1156
1/4/20,20,1387,1409.66,34,33,1156,1089
1/4/20,21,1322,1353.33,34,32,1156,1024
1/4/20,22,1254.9,1272.25,34,32,1156,1024
1/4/20,23,1136.5,1193.61,34,32,1156,1024
1/4/20,24,1057.8,1108.78,33,32,1089,1024
1/5/20,1,995.6,1036.31,33,31,1089,961
1/5/20,2,955.1,990.62,32,31,1024,961
1/5/20,3,942.7,968.27,33,31,1089,961
1/5/20,4,921.8,966.56,33,31,1089,961
1/5/20,5,923.9,979.79,33,30,1089,900
1/5/20,6,975.3,1012.85,33,27,1089,729
1/5/20,7,1009.9,1074.71,32,25,1024,625
1/5/20,8,1101.9,1149.99,32,22,1024,484
1/5/20,9,1179.4,1238.27,31,22,961,484
1/5/20,10,1235.8,1305.58,32,20,1024,400
1/5/20,11,1248.7,1350.56,31,19,961,361
1/5/20,12,1246.5,1373.36,31,18,961,324
1/5/20,13,1270.2,1374.75,32,19,1024,361
1/5/20,14,1264.2,1364.43,31,18,961,324
1/5/20,15,1265,1364.79,31,17,961,289
1/5/20,16,1306.1,1396,31,17,961,289
1/5/20,17,1436.5,1508.08,30,16,900,256
1/5/20,18,1511,1619.2,29,16,841,256
1/5/20,19,1487.1,1599.78,28,16,784,256
1/5/20,20,1448.9,1541.1,27,16,729,256
1/5/20,21,1393.3,1467.63,26,15,676,225
1/5/20,22,1306.3,1369.04,25,14,625,196
1/5/20,23,1207.7,1260.7,24,14,576,196
1/5/20,24,1129.5,1179.94,23,13,529,169
1/6/20,1,1056.1,1132.38,22,13,484,169
1/6/20,2,1029.2,1109.62,21,12,441,144
1/6/20,3,1029,1111.64,21,12,441,144
1/6/20,4,1047,1120.15,19,12,361,144
1/6/20,5,1055.3,1172.22,18,12,324,144
1/6/20,6,1167.1,1289.64,19,12,361,144
1/6/20,7,1353.3,1463.92,17,13,289,169
1/6/20,8,1450.8,1557.63,16,12,256,144
1/6/20,9,1496.3,1566.78,17,13,289,169
1/6/20,10,1529.7,1568.76,19,14,361,196
1/6/20,11,1505.6,1553.99,23,15,529,225
1/6/20,12,1503.2,1553.25,27,16,729,256
1/6/20,13,1488.3,1561.8,26,19,676,361
1/6/20,14,1471.8,1565.63,26,22,676,484
1/6/20,15,1474,1550.34,27,22,729,484
1/6/20,16,1459.4,1554.11,27,22,729,484
1/6/20,17,1589.9,1623.51,28,23,784,529
1/6/20,18,1662.4,1708.71,28,23,784,529
1/6/20,19,1648.4,1701.33,26,22,676,484
1/6/20,20,1597.6,1648.2,23,20,529,400
1/6/20,21,1514.2,1572.57,22,20,484,400
1/6/20,22,1395.9,1454.14,20,18,400,324
1/6/20,23,1246,1318.58,18,16,324,256
1/6/20,24,1146.2,1230.36,20,18,400,324
1/7/20,1,1088.1,1170.9,20,18,400,324
1/7/20,2,1049.3,1147.85,19,16,361,256
1/7/20,3,1025.9,1132.85,20,18,400,324
1/7/20,4,1031,1136.21,20,18,400,324
1/7/20,5,1063,1167.19,31,19,961,361
1/7/20,6,1179.4,1277.19,30,14,900,196
1/7/20,7,1346.8,1446.34,27,16,729,256
1/7/20,8,1411.3,1527.68,28,14,784,196
1/7/20,9,1407.4,1524.11,28,15,784,225
1/7/20,10,1401.2,1506.52,29,16,841,256
1/7/20,11,1396.8,1497.1,32,17,1024,289
1/7/20,12,1431.2,1487.54,33,17,1089,289
1/7/20,13,1419.6,1459.66,34,18,1156,324
1/7/20,14,1410.1,1454.12,38,19,1444,361
1/7/20,15,1416.5,1459.93,36,18,1296,324
1/7/20,16,1452.6,1478.26,35,19,1225,361
1/7/20,17,1551.5,1567.97,35,19,1225,361
1/7/20,18,1612,1650.77,31,20,961,400
1/7/20,19,1618.1,1641.35,32,20,1024,400
1/7/20,20,1547.5,1590.86,31,20,961,400
1/7/20,21,1496.7,1513.31,29,20,841,400
1/7/20,22,1395.5,1405.35,30,20,900,400
1/7/20,23,1257.9,1278.01,28,22,784,484
1/7/20,24,1163.4,1179.49,30,19,900,361
1/8/20,1,1085.7,1120.55,29,20,841,400
1/8/20,2,1050.5,1092.51,29,20,841,400
1/8/20,3,1034.3,1079.85,27,21,729,441
1/8/20,4,1048.4,1088.72,27,21,729,441
1/8/20,5,1064.9,1131.57,28,21,784,441
1/8/20,6,1198.7,1241.51,27,23,729,529
1/8/20,7,1336.8,1413.85,27,24,729,576
1/8/20,8,1427.1,1499.67,26,24,676,576
1/8/20,9,1432.1,1502.27,26,24,676,576
1/8/20,10,1411.3,1488.54,27,25,729,625
1/8/20,11,1403.7,1485.85,30,26,900,676
1/8/20,12,1384,1460.18,33,24,1089,576
1/8/20,13,1372.4,1435.6,36,23,1296,529
1/8/20,14,1380.5,1440.05,37,21,1369,441
1/8/20,15,1389.4,1448.43,37,21,1369,441
1/8/20,16,1416.9,1480.08,36,21,1296,441
1/8/20,17,1495,1566.7,36,21,1296,441
1/8/20,18,1590.5,1658.85,33,23,1089,529
1/8/20,19,1597,1654.08,29,24,841,576
1/8/20,20,1555.7,1616.33,29,22,841,484
1/8/20,21,1497.4,1554.08,28,12,784,144
1/8/20,22,1408.2,1461.53,27,10,729,100
1/8/20,23,1286.7,1342.67,26,11,676,121
1/8/20,24,1198.4,1251.36,23,16,529,256
1/9/20,1,1123.7,1201.99,22,9,484,81
1/9/20,2,1067.7,1179.26,21,7,441,49
1/9/20,3,1073,1176.41,19,5,361,25
1/9/20,4,1089.5,1189.98,17,4,289,16
1/9/20,5,1111.8,1239.6,16,4,256,16
1/9/20,6,1225.5,1357.68,15,3,225,9
1/9/20,7,1390.7,1537.53,13,1,169,1
1/9/20,8,1468.4,1624.23,13,0,169,0
1/9/20,9,1482.7,1629.74,13,0,169,0
1/9/20,10,1466.4,1615.77,13,0,169,0
1/9/20,11,1435.6,1604.28,15,0,225,0
1/9/20,12,1443.1,1583.61,17,1,289,1
1/9/20,13,1431.4,1556.3,19,2,361,4
1/9/20,14,1425.5,1544.13,21,3,441,9
1/9/20,15,1438.5,1540.65,23,3,529,9
1/9/20,16,1469,1566.31,22,2,484,4
1/9/20,17,1572.3,1651.77,22,3,484,9
1/9/20,18,1661.9,1748.03,21,4,441,16
1/9/20,19,1656.5,1740.22,19,4,361,16
1/9/20,20,1622.5,1695.06,18,4,324,16
1/9/20,21,1555.1,1617.86,17,8,289,64
1/9/20,22,1443.9,1512.05,18,6,324,36
1/9/20,23,1325.9,1386.65,17,7,289,49
1/9/20,24,1218.9,1288.12,16,7,256,49
1/10/20,1,1124.9,1228.11,14,9,196,81
1/10/20,2,1077.8,1195.1,15,7,225,49
1/10/20,3,1078.4,1181.06,14,7,196,49
1/10/20,4,1069.1,1180.27,17,8,289,64
1/10/20,5,1094.2,1217.76,17,7,289,49
1/10/20,6,1200.8,1318.04,21,9,441,81
1/10/20,7,1342,1478.27,22,9,484,81
1/10/20,8,1476.9,1559.7,23,11,529,121
1/10/20,9,1482.4,1563.58,24,14,576,196
1/10/20,10,1461.5,1548.65,26,16,676,256
1/10/20,11,1453.7,1530.59,29,20,841,400
1/10/20,12,1450.9,1499.79,32,22,1024,484
1/10/20,13,1445.1,1481.83,38,25,1444,625
1/10/20,14,1429.5,1480.97,40,27,1600,729
1/10/20,15,1424.5,1455.43,36,25,1296,625
1/10/20,16,1431.9,1443.12,43,31,1849,961
1/10/20,17,1493.3,1496.87,42,33,1764,1089
1/10/20,18,1566.9,1553.99,41,34,1681,1156
1/10/20,19,1534.5,1524.57,42,34,1764,1156
1/10/20,20,1498.2,1466.72,42,35,1764,1225
1/10/20,21,1446.1,1402.61,40,34,1600,1156
1/10/20,22,1339.4,1314.41,40,35,1600,1225
1/10/20,23,1217.4,1207.65,36,33,1296,1089
1/10/20,24,1079.7,1113.07,40,35,1600,1225
1/11/20,1,1003.4,1046.22,41,36,1681,1296
1/11/20,2,970.8,1003.4,40,36,1600,1296
1/11/20,3,939.5,980.09,36,34,1296,1156
1/11/20,4,937.1,973.15,38,35,1444,1225
1/11/20,5,931.6,987.4,39,35,1521,1225
1/11/20,6,982.7,1033.02,39,37,1521,1369
1/11/20,7,1065,1102.71,37,35,1369,1225
1/11/20,8,1191.8,1184.04,43,40,1849,1600
1/11/20,9,1283.3,1257.62,42,40,1764,1600
1/11/20,10,1290.5,1303.35,44,41,1936,1681
1/11/20,11,1312.9,1296.6,48,43,2304,1849
1/11/20,12,1320.4,1266.32,49,43,2401,1849
1/11/20,13,1322.7,1245.12,59,46,3481,2116
1/11/20,14,1276.1,1228.77,58,46,3364,2116
1/11/20,15,1280,1223.56,61,46,3721,2116
1/11/20,16,1333.8,1241.02,60,47,3600,2209
1/11/20,17,1381.9,1316.66,58,46,3364,2116
1/11/20,18,1422.6,1384.67,56,47,3136,2209
1/11/20,19,1410.9,1353.21,58,47,3364,2209
1/11/20,20,1357.7,1298.46,58,48,3364,2304
1/11/20,21,1309.9,1238.37,59,49,3481,2401
1/11/20,22,1205.7,1162.15,58,49,3364,2401
1/11/20,23,1113.3,1076.59,59,50,3481,2500
1/11/20,24,984.9,1000.16,60,52,3600,2704
1/12/20,1,913.8,930.94,60,52,3600,2704
1/12/20,2,862.1,892.1,60,53,3600,2809
1/12/20,3,838.9,870.37,61,53,3721,2809
1/12/20,4,843.2,861.06,61,54,3721,2916
1/12/20,5,845.8,870.54,61,55,3721,3025
1/12/20,6,895.7,902.12,60,57,3600,3249
1/12/20,7,951.2,951.25,58,57,3364,3249
1/12/20,8,1061.9,1024.59,62,56,3844,3136
1/12/20,9,1135.7,1113.87,61,56,3721,3136
1/12/20,10,1188.5,1183.01,60,55,3600,3025
1/12/20,11,1198.8,1200.46,59,54,3481,2916
1/12/20,12,1196.9,1218.86,64,54,4096,2916
1/12/20,13,1197.9,1224.78,65,50,4225,2500
1/12/20,14,1177.2,1200.25,62,44,3844,1936
1/12/20,15,1189,1195.43,57,39,3249,1521
1/12/20,16,1213,1227.59,51,36,2601,1296
1/12/20,17,1311.1,1317.97,49,31,2401,961
1/12/20,18,1428.4,1432.48,46,29,2116,841
1/12/20,19,1370.8,1416.59,42,27,1764,729
1/12/20,20,1325,1363.85,38,26,1444,676
1/12/20,21,1273.7,1300.62,35,24,1225,576
1/12/20,22,1236.6,1212.43,34,23,1156,529
1/12/20,23,1138.5,1118.4,32,21,1024,441
1/12/20,24,1020.1,1047.44,29,19,841,361
1/13/20,1,958.1,1007.48,28,18,784,324
1/13/20,2,932,990.58,27,18,729,324
1/13/20,3,928.3,990.78,27,18,729,324
1/13/20,4,940.7,1007.28,27,18,729,324
1/13/20,5,983.4,1056.91,27,18,729,324
1/13/20,6,1109,1176.33,28,18,784,324
1/13/20,7,1255.9,1355.95,28,19,784,361
1/13/20,8,1360.7,1458.11,28,17,784,289
1/13/20,9,1436.8,1484.03,27,16,729,256
1/13/20,10,1413.9,1505.26,27,18,729,324
1/13/20,11,1410,1523.05,28,20,784,400
1/13/20,12,1402,1531.92,29,21,841,441
1/13/20,13,1403.2,1529.64,29,21,841,441
1/13/20,14,1404.7,1530.3,28,23,784,529
1/13/20,15,1415.9,1526.62,29,24,841,576
1/13/20,16,1422.5,1537.52,29,25,841,625
1/13/20,17,1522.3,1596.45,28,25,784,625
1/13/20,18,1576.9,1651.12,28,26,784,676
1/13/20,19,1553.6,1630.76,28,26,784,676
1/13/20,20,1502.4,1572.33,28,26,784,676
1/13/20,21,1412.7,1491.36,28,26,784,676
1/13/20,22,1297.4,1372.99,28,26,784,676
1/13/20,23,1177.9,1254.82,28,26,784,676
1/13/20,24,1039.1,1157.73,28,27,784,729
1/14/20,1,984.5,1088.34,28,26,784,676
1/14/20,2,955.3,1054.48,28,27,784,729
1/14/20,3,947.1,1044.16,29,27,841,729
1/14/20,4,950.2,1050.22,29,27,841,729
1/14/20,5,991.9,1088.61,29,27,841,729
1/14/20,6,1123.8,1191.27,29,28,841,784
1/14/20,7,1300.2,1363.72,29,28,841,784
1/14/20,8,1409.6,1452.78,29,27,841,729
1/14/20,9,1399.1,1463.16,29,28,841,784
1/14/20,10,1367,1460.4,31,28,961,784
1/14/20,11,1368.9,1457.09,32,29,1024,841
1/14/20,12,1347.1,1438.01,34,31,1156,961
1/14/20,13,1350.6,1420.06,36,31,1296,961
1/14/20,14,1340.9,1418.97,38,30,1444,900
1/14/20,15,1403.3,1415.3,37,29,1369,841
1/14/20,16,1428.3,1437.38,35,29,1225,841
1/14/20,17,1517,1508.82,36,29,1296,841
1/14/20,18,1593.3,1580.45,35,29,1225,841
1/14/20,19,1560.4,1566.01,35,30,1225,900
1/14/20,20,1472.8,1515.32,35,30,1225,900
1/14/20,21,1430.4,1439.22,34,30,1156,900
1/14/20,22,1305.1,1330.78,34,31,1156,961
1/14/20,23,1167,1207.88,34,31,1156,961
1/14/20,24,1039.2,1113.39,33,31,1089,961
1/15/20,1,959.8,1053.54,33,31,1089,961
1/15/20,2,925.4,1019.94,33,32,1089,1024
1/15/20,3,937.5,1006.49,34,32,1156,1024
1/15/20,4,941,1011.96,34,32,1156,1024
1/15/20,5,950.3,1054.55,34,32,1156,1024
1/15/20,6,1084,1166.32,33,32,1089,1024
1/15/20,7,1281.9,1337.32,30,29,900,841
1/15/20,8,1414.8,1416.79,30,29,900,841
1/15/20,9,1404.3,1417.4,28,27,784,729
1/15/20,10,1348.6,1401.29,31,31,961,961
1/15/20,11,1337.2,1398.74,39,33,1521,1089
1/15/20,12,1337.5,1406.27,42,33,1764,1089
1/15/20,13,1340.4,1400.88,44,31,1936,961
1/15/20,14,1349.1,1391.63,44,28,1936,784
1/15/20,15,1353.4,1379.09,45,28,2025,784
1/15/20,16,1375.9,1386.1,42,28,1764,784
1/15/20,17,1510,1458.62,42,28,1764,784
1/15/20,18,1594,1545.93,41,26,1681,676
1/15/20,19,1606.8,1537.11,40,24,1600,576
1/15/20,20,1523.3,1494.27,40,24,1600,576
1/15/20,21,1468.8,1428.07,37,24,1369,576
1/15/20,22,1374.1,1318.33,33,25,1089,625
1/15/20,23,1249.1,1201.86,30,25,900,625
1/15/20,24,1114.7,1110.94,30,26,900,676
1/16/20,1,1009.2,1052.22,31,25,961,625
1/16/20,2,970.1,1020.96,31,26,961,676
1/16/20,3,946.4,1010.11,31,26,961,676
1/16/20,4,961.7,1018.79,31,26,961,676
1/16/20,5,981.7,1065.45,31,27,961,729
1/16/20,6,1104.2,1173.83,31,29,961,841
1/16/20,7,1293.2,1328.69,31,30,961,900
1/16/20,8,1422.7,1422.13,32,30,1024,900
1/16/20,9,1404.4,1462.51,32,31,1024,961
1/16/20,10,1413.5,1482.74,32,31,1024,961
1/16/20,11,1407.1,1491.64,32,31,1024,961
1/16/20,12,1396.7,1477.69,32,31,1024,961
1/16/20,13,1378.9,1467.82,33,31,1089,961
1/16/20,14,1361.1,1464.19,34,31,1156,961
1/16/20,15,1364.3,1452.41,35,29,1225,841
1/16/20,16,1396.5,1462.25,34,22,1156,484
1/16/20,17,1522.7,1532.8,34,20,1156,400
1/16/20,18,1611.3,1638.98,31,18,961,324
1/16/20,19,1599.4,1637.81,30,17,900,289
1/16/20,20,1557.3,1594.17,29,17,841,289
1/16/20,21,1503.9,1531.41,28,20,784,400
1/16/20,22,1411.7,1440.83,27,16,729,256
1/16/20,23,1274.8,1331.9,25,16,625,256
1/16/20,24,1151.4,1251.02,23,13,529,169
1/17/20,1,1113.1,1203.95,21,10,441,100
1/17/20,2,1093.9,1187.91,19,9,361,81
1/17/20,3,1088.4,1192.62,17,7,289,49
1/17/20,4,1099.4,1210.96,15,5,225,25
1/17/20,5,1134.4,1266.32,13,3,169,9
1/17/20,6,1304.1,1378.31,12,1,144,1
1/17/20,7,1492.8,1559.91,10,-1,100,1
1/17/20,8,1614,1653.75,10,-3,100,9
1/17/20,9,1572.3,1669.72,10,-4,100,16
1/17/20,10,1581.5,1662.27,11,-5,121,25
1/17/20,11,1604.6,1654.38,11,-5,121,25
1/17/20,12,1595.1,1638.44,12,-4,144,16
1/17/20,13,1515.4,1596.2,13,-4,169,16
1/17/20,14,1509,1586.13,14,-5,196,25
1/17/20,15,1520,1577.68,16,-6,256,36
1/17/20,16,1541.9,1596.47,15,-5,225,25
1/17/20,17,1666,1676.91,15,-7,225,49
1/17/20,18,1746.6,1768.84,13,-7,169,49
1/17/20,19,1749.6,1756.65,11,-7,121,49
1/17/20,20,1704.6,1713.69,8,-7,64,49
1/17/20,21,1642.2,1657.54,7,-6,49,36
1/17/20,22,1543.4,1577.71,7,-6,49,36
1/17/20,23,1410.1,1482.67,7,-6,49,36
1/17/20,24,1278.9,1387.65,6,-7,36,49
1/18/20,1,1180.9,1323.24,6,-6,36,36
1/18/20,2,1149.3,1285.87,6,-6,36,36
1/18/20,3,1134.2,1266.23,5,-6,25,36
1/18/20,4,1137.6,1259.37,4,-5,16,25
1/18/20,5,1135.8,1275.43,4,-6,16,36
1/18/20,6,1167,1313.45,4,-6,16,36
1/18/20,7,1239.4,1385.31,5,-5,25,25
1/18/20,8,1393.3,1471.02,7,-5,49,25
1/18/20,9,1482.1,1549.28,9,-3,81,9
1/18/20,10,1510.8,1593.17,10,-1,100,1
1/18/20,11,1493.3,1599.82,11,0,121,0
1/18/20,12,1467.6,1598.88,13,0,169,0
1/18/20,13,1444.8,1583.32,16,1,256,1
1/18/20,14,1385.5,1560.46,18,4,324,16
1/18/20,15,1392.5,1557.19,19,1,361,1
1/18/20,16,1417.8,1566.6,19,1,361,1
1/18/20,17,1539.1,1637.54,18,1,324,1
1/18/20,18,1633.4,1709.98,18,5,324,25
1/18/20,19,1558.5,1686.56,17,7,289,49
1/18/20,20,1477.1,1622.87,17,10,289,100
1/18/20,21,1418.1,1552.62,15,14,225,196
1/18/20,22,1338.3,1464.07,16,14,256,196
1/18/20,23,1253.2,1363.11,17,15,289,225
1/18/20,24,1101.5,1272.67,20,15,400,225
1/19/20,1,1010.8,1199.53,18,15,324,225
1/19/20,2,975.6,1155.67,18,16,324,256
1/19/20,3,942.3,1128.8,19,16,361,256
1/19/20,4,940.2,1122.02,19,17,361,289
1/19/20,5,948.1,1129.91,19,17,361,289
1/19/20,6,961.2,1160.05,19,18,361,324
1/19/20,7,1031.3,1214.65,18,17,324,289
1/19/20,8,1173.5,1286.16,18,16,324,256
1/19/20,9,1258,1362.07,22,19,484,361
1/19/20,10,1292.8,1402.64,26,20,676,400
1/19/20,11,1278.9,1410.92,29,22,841,484
1/19/20,12,1304.5,1402.5,31,23,961,529
1/19/20,13,1305.2,1396.14,34,24,1156,576
1/19/20,14,1301.1,1394.29,37,25,1369,625
1/19/20,15,1316.5,1394.61,35,24,1225,576
1/19/20,16,1342.5,1409.99,35,23,1225,529
1/19/20,17,1430.9,1486.55,35,19,1225,361
1/19/20,18,1527.9,1582.45,32,19,1024,361
1/19/20,19,1505.2,1566.68,28,18,784,324
1/19/20,20,1433.8,1513.02,24,12,576,144
1/19/20,21,1386.9,1455.02,21,10,441,100
1/19/20,22,1300.1,1379.72,18,7,324,49
1/19/20,23,1215.5,1288.41,16,4,256,16
1/19/20,24,1090.9,1212.83,16,3,256,9
1/20/20,1,1094.6,1166.63,16,3,256,9
1/20/20,2,1045.9,1146.66,15,3,225,9
1/20/20,3,1041.9,1143.64,14,3,196,9
1/20/20,4,1067.8,1160.42,13,2,169,4
1/20/20,5,1084.8,1202.72,13,2,169,4
1/20/20,6,1206.4,1297.26,12,1,144,1
1/20/20,7,1373.5,1432.02,10,0,100,0
1/20/20,8,1527.1,1539.55,11,0,121,0
1/20/20,9,1531.6,1601.79,11,0,121,0
1/20/20,10,1520.5,1621.43,12,0,144,0
1/20/20,11,1506.6,1621.83,14,0,196,0
1/20/20,12,1498.7,1607.8,17,-1,289,1
1/20/20,13,1477.2,1584.93,19,0,361,0
1/20/20,14,1451.2,1572.92,20,-2,400,4
1/20/20,15,1468.6,1561.46,22,-2,484,4
1/20/20,16,1498.5,1577.67,22,-1,484,1
1/20/20,17,1617.4,1649.09,21,-4,441,16
1/20/20,18,1707.2,1767.44,20,-3,400,9
1/20/20,19,1694.8,1756.54,18,-4,324,16
1/20/20,20,1621,1701.22,16,-4,256,16
1/20/20,21,1575.9,1624.97,14,-4,196,16
1/20/20,22,1461.6,1511.86,15,-4,225,16
1/20/20,23,1335.7,1391.3,15,-3,225,9
1/20/20,24,1189.3,1303,14,-2,196,4
1/21/20,1,1183.5,1248.74,14,-2,196,4
1/21/20,2,1154.8,1224.07,13,-3,169,9
1/21/20,3,1140.3,1220.41,10,-3,100,9
1/21/20,4,1178.3,1236.07,9,-4,81,16
1/21/20,5,1182.4,1282.71,6,-3,36,9
1/21/20,6,1318.6,1402.55,-1,-5,1,25
1/21/20,7,1474.2,1575.8,2,-5,4,25
1/21/20,8,1597.3,1664.07,1,-5,1,25
1/21/20,9,1626.8,1655.51,6,-2,36,4
1/21/20,10,1591.6,1632.94,10,-1,100,1
1/21/20,11,1558.9,1620.22,15,0,225,0
1/21/20,12,1529.3,1591.36,17,0,289,0
1/21/20,13,1499.7,1567.06,19,0,361,0
1/21/20,14,1492.3,1562.92,20,1,400,1
1/21/20,15,1503.5,1544.8,22,1,484,1
1/21/20,16,1510.2,1551.62,22,-1,484,1
1/21/20,17,1581.5,1623.54,22,-1,484,1
1/21/20,18,1708,1743.95,21,-1,441,1
1/21/20,19,1696.4,1748.65,17,-1,289,1
1/21/20,20,1617.7,1706.61,11,-1,121,1
1/21/20,21,1550.8,1632.66,7,0,49,0
1/21/20,22,1443.8,1522.9,5,-1,25,1
1/21/20,23,1356.1,1400.41,7,3,49,9
1/21/20,24,1229,1312.57,10,2,100,4
1/22/20,1,1183.4,1267.62,10,3,100,9
1/22/20,2,1140.8,1249.22,8,2,64,4
1/22/20,3,1151.3,1237.6,6,1,36,1
1/22/20,4,1158.1,1244.36,8,3,64,9
1/22/20,5,1179.6,1290.88,8,3,64,9
1/22/20,6,1285.2,1401.57,6,2,36,4
1/22/20,7,1461.4,1578.76,5,0,25,0
1/22/20,8,1596.8,1657.1,3,-1,9,1
1/22/20,9,1605.6,1651.51,3,0,9,0
1/22/20,10,1568.2,1619.47,10,4,100,16
1/22/20,11,1476.7,1582.67,18,6,324,36
1/22/20,12,1444.8,1542.61,21,9,441,81
1/22/20,13,1429.7,1503.03,29,12,841,144
1/22/20,14,1407.7,1482.99,31,14,961,196
1/22/20,15,1434,1470.84,34,15,1156,225
1/22/20,16,1443.5,1484.53,35,16,1225,256
1/22/20,17,1522.5,1555.66,35,15,1225,225
1/22/20,18,1640.6,1675,30,15,900,225
1/22/20,19,1657.6,1677.79,24,15,576,225
1/22/20,20,1611.9,1632.84,22,15,484,225
1/22/20,21,1553.7,1560.07,22,15,484,225
1/22/20,22,1440.2,1450.57,19,14,361,196
1/22/20,23,1336.6,1331.33,18,13,324,169
1/22/20,24,1194.5,1243.63,13,11,169,121
1/23/20,1,1144.8,1193.76,14,11,196,121
