Date,Hr_End,RT_Demand,Dry_Bulb,Dew_Point,Dry_BulbSQ,Dew_PointSQ,Dry_BulbCube,Dew_PointCube
2/22/21,1,"1,157.81",9,5,81,25,729,125
2/22/21,2,"1,139.66",6,2,36,4,216,8
2/22/21,3,"1,136.03",6,2,36,4,216,8
2/22/21,4,"1,146.26",9,4,81,16,729,64
2/22/21,5,"1,184.36",9,4,81,16,729,64
2/22/21,6,"1,276.70",12,7,144,49,1728,343
2/22/21,7,"1,408.81",12,7,144,49,1728,343
2/22/21,8,"1,510.00",13,8,169,64,2197,512
2/22/21,9,"1,574.53",15,9,225,81,3375,729
2/22/21,10,"1,600.88",18,10,324,100,5832,1000
2/22/21,11,"1,596.29",22,11,484,121,10648,1331
2/22/21,12,"1,585.19",25,14,625,196,15625,2744
2/22/21,13,"1,585.97",28,17,784,289,21952,4913
2/22/21,14,"1,586.44",31,20,961,400,29791,8000
2/22/21,15,"1,567.45",30,27,900,729,27000,19683
2/22/21,16,"1,561.35",32,29,1024,841,32768,24389
2/22/21,17,"1,590.18",32,29,1024,841,32768,24389
2/22/21,18,"1,663.85",33,30,1089,900,35937,27000
2/22/21,19,"1,656.44",33,31,1089,961,35937,29791
2/22/21,20,"1,572.43",33,32,1089,1024,35937,32768
2/22/21,21,"1,473.07",32,30,1024,900,32768,27000
2/22/21,22,"1,361.22",31,29,961,841,29791,24389
2/22/21,23,"1,256.20",29,27,841,729,24389,19683
2/22/21,24,"1,174.96",27,25,729,625,19683,15625
2/23/21,1,"1,122.23",24,22,576,484,13824,10648
2/23/21,2,"1,097.19",18,16,324,256,5832,4096
2/23/21,3,"1,083.70",21,20,441,400,9261,8000
2/23/21,4,"1,085.60",24,21,576,441,13824,9261
2/23/21,5,"1,122.40",26,23,676,529,17576,12167
2/23/21,6,"1,207.78",30,28,900,784,27000,21952
2/23/21,7,"1,328.56",32,28,1024,784,32768,21952
2/23/21,8,"1,417.01",32,29,1024,841,32768,24389
2/23/21,9,"1,464.37",32,30,1024,900,32768,27000
2/23/21,10,"1,458.88",33,30,1089,900,35937,27000
2/23/21,11,"1,438.01",36,30,1296,900,46656,27000
2/23/21,12,"1,426.38",38,29,1444,841,54872,24389
2/23/21,13,"1,412.57",38,27,1444,729,54872,19683
2/23/21,14,"1,405.25",39,27,1521,729,59319,19683
2/23/21,15,"1,398.05",39,26,1521,676,59319,17576
2/23/21,16,"1,403.04",39,27,1521,729,59319,19683
2/23/21,17,"1,444.32",39,26,1521,676,59319,17576
2/23/21,18,"1,534.58",37,29,1369,841,50653,24389
2/23/21,19,"1,558.82",35,31,1225,961,42875,29791
2/23/21,20,"1,495.42",33,31,1089,961,35937,29791
2/23/21,21,"1,416.76",34,31,1156,961,39304,29791
2/23/21,22,"1,330.13",30,27,900,729,27000,19683
2/23/21,23,"1,232.62",29,27,841,729,24389,19683
2/23/21,24,"1,143.95",33,28,1089,784,35937,21952
2/24/21,1,"1,084.95",37,28,1369,784,50653,21952
2/24/21,2,"1,058.49",35,28,1225,784,42875,21952
2/24/21,3,"1,045.15",38,28,1444,784,54872,21952
2/24/21,4,"1,050.53",38,28,1444,784,54872,21952
2/24/21,5,"1,089.99",38,27,1444,729,54872,19683
2/24/21,6,"1,183.55",36,26,1296,676,46656,17576
2/24/21,7,"1,313.20",31,25,961,625,29791,15625
2/24/21,8,"1,390.86",30,26,900,676,27000,17576
2/24/21,9,"1,410.04",38,26,1444,676,54872,17576
2/24/21,10,"1,393.75",41,26,1681,676,68921,17576
2/24/21,11,"1,372.37",42,25,1764,625,74088,15625
2/24/21,12,"1,364.73",43,24,1849,576,79507,13824
2/24/21,13,"1,362.56",44,24,1936,576,85184,13824
2/24/21,14,"1,371.45",45,23,2025,529,91125,12167
2/24/21,15,"1,365.89",46,23,2116,529,97336,12167
2/24/21,16,"1,355.70",46,23,2116,529,97336,12167
2/24/21,17,"1,384.50",44,24,1936,576,85184,13824
2/24/21,18,"1,487.84",45,24,2025,576,91125,13824
2/24/21,19,"1,520.81",44,25,1936,625,85184,15625
2/24/21,20,"1,460.80",43,25,1849,625,79507,15625
2/24/21,21,"1,382.60",43,25,1849,625,79507,15625
2/24/21,22,"1,282.10",41,27,1681,729,68921,19683
2/24/21,23,"1,181.62",44,27,1936,729,85184,19683
2/24/21,24,"1,095.76",44,28,1936,784,85184,21952
2/25/21,1,"1,041.44",44,29,1936,841,85184,24389
2/25/21,2,"1,007.31",44,30,1936,900,85184,27000
2/25/21,3,995.8,45,30,2025,900,91125,27000
2/25/21,4,"1,004.33",45,28,2025,784,91125,21952
2/25/21,5,"1,044.75",44,25,1936,625,85184,15625
2/25/21,6,"1,141.03",40,28,1600,784,64000,21952
2/25/21,7,"1,273.80",37,23,1369,529,50653,12167
2/25/21,8,"1,362.72",35,21,1225,441,42875,9261
2/25/21,9,"1,401.63",35,19,1225,361,42875,6859
2/25/21,10,"1,397.86",34,17,1156,289,39304,4913
2/25/21,11,"1,400.54",35,17,1225,289,42875,4913
2/25/21,12,"1,409.49",37,17,1369,289,50653,4913
2/25/21,13,"1,386.82",37,16,1369,256,50653,4096
2/25/21,14,"1,364.56",39,14,1521,196,59319,2744
2/25/21,15,"1,346.34",39,14,1521,196,59319,2744
2/25/21,16,"1,361.60",39,14,1521,196,59319,2744
2/25/21,17,"1,414.08",38,15,1444,225,54872,3375
2/25/21,18,"1,522.86",37,15,1369,225,50653,3375
2/25/21,19,"1,569.33",35,14,1225,196,42875,2744
2/25/21,20,"1,515.96",34,13,1156,169,39304,2197
2/25/21,21,"1,444.33",31,13,961,169,29791,2197
2/25/21,22,"1,351.79",30,12,900,144,27000,1728
2/25/21,23,"1,252.82",28,12,784,144,21952,1728
2/25/21,24,"1,175.56",26,11,676,121,17576,1331
2/26/21,1,"1,128.21",27,10,729,100,19683,1000
2/26/21,2,"1,101.76",25,9,625,81,15625,729
2/26/21,3,"1,092.98",23,9,529,81,12167,729
2/26/21,4,"1,094.78",23,8,529,64,12167,512
2/26/21,5,"1,135.95",21,7,441,49,9261,343
2/26/21,6,"1,230.57",20,8,400,64,8000,512
2/26/21,7,"1,354.63",20,8,400,64,8000,512
2/26/21,8,"1,436.28",20,9,400,81,8000,729
2/26/21,9,"1,459.75",22,8,484,64,10648,512
2/26/21,10,"1,449.88",24,8,576,64,13824,512
2/26/21,11,"1,425.92",26,9,676,81,17576,729
2/26/21,12,"1,402.87",29,9,841,81,24389,729
2/26/21,13,"1,373.53",31,9,961,81,29791,729
2/26/21,14,"1,345.33",33,10,1089,100,35937,1000
2/26/21,15,"1,326.11",36,10,1296,100,46656,1000
2/26/21,16,"1,331.59",37,11,1369,121,50653,1331
2/26/21,17,"1,381.55",37,12,1369,144,50653,1728
2/26/21,18,"1,490.96",37,11,1369,121,50653,1331
2/26/21,19,"1,533.96",31,13,961,169,29791,2197
2/26/21,20,"1,485.31",29,14,841,196,24389,2744
2/26/21,21,"1,422.06",26,16,676,256,17576,4096
2/26/21,22,"1,344.47",29,13,841,169,24389,2197
2/26/21,23,"1,250.84",29,15,841,225,24389,3375
2/26/21,24,"1,169.99",29,17,841,289,24389,4913
2/27/21,1,"1,114.01",27,18,729,324,19683,5832
2/27/21,2,"1,087.29",24,17,576,289,13824,4913
2/27/21,3,"1,075.54",20,16,400,256,8000,4096
2/27/21,4,"1,077.24",21,16,441,256,9261,4096
2/27/21,5,"1,095.75",20,16,400,256,8000,4096
2/27/21,6,"1,139.59",20,17,400,289,8000,4913
2/27/21,7,"1,210.38",23,20,529,400,12167,8000
2/27/21,8,"1,298.47",27,22,729,484,19683,10648
2/27/21,9,"1,390.96",28,25,784,625,21952,15625
2/27/21,10,"1,447.31",29,26,841,676,24389,17576
2/27/21,11,"1,477.72",31,28,961,784,29791,21952
2/27/21,12,"1,491.96",32,28,1024,784,32768,21952
2/27/21,13,"1,485.03",33,30,1089,900,35937,27000
2/27/21,14,"1,461.28",34,32,1156,1024,39304,32768
2/27/21,15,"1,432.14",35,32,1225,1024,42875,32768
2/27/21,16,"1,421.83",34,33,1156,1089,39304,35937
2/27/21,17,"1,436.03",33,31,1089,961,35937,29791
2/27/21,18,"1,495.33",33,31,1089,961,35937,29791
2/27/21,19,"1,504.51",33,32,1089,1024,35937,32768
2/27/21,20,"1,442.20",33,31,1089,961,35937,29791
2/27/21,21,"1,371.42",31,30,961,900,29791,27000
2/27/21,22,"1,288.65",31,29,961,841,29791,24389
2/27/21,23,"1,199.41",29,28,841,784,24389,21952
2/27/21,24,"1,120.98",35,31,1225,961,42875,29791
2/28/21,1,"1,061.50",37,31,1369,961,50653,29791
2/28/21,2,"1,026.03",37,29,1369,841,50653,24389
2/28/21,3,"1,008.86",35,28,1225,784,42875,21952
2/28/21,4,"1,005.29",28,26,784,676,21952,17576
2/28/21,5,"1,016.69",26,24,676,576,17576,13824
2/28/21,6,"1,055.61",28,25,784,625,21952,15625
2/28/21,7,"1,112.37",27,24,729,576,19683,13824
2/28/21,8,"1,184.10",33,27,1089,729,35937,19683
2/28/21,9,"1,256.42",34,28,1156,784,39304,21952
2/28/21,10,"1,290.26",34,29,1156,841,39304,24389
2/28/21,11,"1,295.90",38,30,1444,900,54872,27000
2/28/21,12,"1,307.52",39,27,1521,729,59319,19683
2/28/21,13,"1,305.89",40,26,1600,676,64000,17576
2/28/21,14,"1,292.19",41,28,1681,784,68921,21952
2/28/21,15,"1,290.97",41,28,1681,784,68921,21952
2/28/21,16,"1,305.82",42,28,1764,784,74088,21952
2/28/21,17,"1,356.69",41,28,1681,784,68921,21952
2/28/21,18,"1,454.53",40,28,1600,784,64000,21952
2/28/21,19,"1,476.12",39,28,1521,784,59319,21952
2/28/21,20,"1,414.25",38,28,1444,784,54872,21952
2/28/21,21,"1,331.98",37,28,1369,784,50653,21952
2/28/21,22,"1,237.20",37,29,1369,841,50653,24389
2/28/21,23,"1,135.94",37,28,1369,784,50653,21952
2/28/21,24,"1,062.59",36,29,1296,841,46656,24389
3/1/21,1,"1,016.60",36,30,1296,900,46656,27000
3/1/21,2,994.37,35,32,1225,1024,42875,32768
3/1/21,3,987.42,36,34,1296,1156,46656,39304
3/1/21,4,995.31,36,34,1296,1156,46656,39304
3/1/21,5,"1,034.02",36,35,1296,1225,46656,42875
3/1/21,6,"1,133.95",36,34,1296,1156,46656,39304
3/1/21,7,"1,284.17",37,35,1369,1225,50653,42875
3/1/21,8,"1,386.25",36,34,1296,1156,46656,39304
3/1/21,9,"1,433.45",36,35,1296,1225,46656,42875
3/1/21,10,"1,457.00",36,34,1296,1156,46656,39304
3/1/21,11,"1,473.95",36,34,1296,1156,46656,39304
3/1/21,12,"1,485.72",36,34,1296,1156,46656,39304
3/1/21,13,"1,476.61",38,36,1444,1296,54872,46656
3/1/21,14,"1,461.62",39,38,1521,1444,59319,54872
3/1/21,15,"1,438.59",39,37,1521,1369,59319,50653
3/1/21,16,"1,411.76",42,35,1764,1225,74088,42875
3/1/21,17,"1,446.09",43,32,1849,1024,79507,32768
3/1/21,18,"1,546.98",41,24,1681,576,68921,13824
3/1/21,19,"1,595.83",38,19,1444,361,54872,6859
3/1/21,20,"1,543.74",35,19,1225,361,42875,6859
3/1/21,21,"1,466.99",34,14,1156,196,39304,2744
3/1/21,22,"1,375.42",32,8,1024,64,32768,512
3/1/21,23,"1,266.03",29,10,841,100,24389,1000
3/1/21,24,"1,190.24",25,5,625,25,15625,125
3/2/21,1,"1,151.35",19,3,361,9,6859,27
3/2/21,2,"1,139.87",18,5,324,25,5832,125
3/2/21,3,"1,139.89",15,-7,225,49,3375,-343
3/2/21,4,"1,155.81",13,-7,169,49,2197,-343
3/2/21,5,"1,209.45",10,-11,100,121,1000,-1331
3/2/21,6,"1,321.85",8,-11,64,121,512,-1331
3/2/21,7,"1,477.92",7,-11,49,121,343,-1331
3/2/21,8,"1,581.11",7,-11,49,121,343,-1331
3/2/21,9,"1,597.65",7,-12,49,144,343,-1728
3/2/21,10,"1,583.82",9,-10,81,100,729,-1000
3/2/21,11,"1,564.84",12,-9,144,81,1728,-729
3/2/21,12,"1,547.27",14,-5,196,25,2744,-125
3/2/21,13,"1,525.29",17,-6,289,36,4913,-216
3/2/21,14,"1,508.57",20,-4,400,16,8000,-64
3/2/21,15,"1,498.59",22,-3,484,9,10648,-27
3/2/21,16,"1,510.18",23,-4,529,16,12167,-64
3/2/21,17,"1,572.05",23,-4,529,16,12167,-64
3/2/21,18,"1,675.80",23,-5,529,25,12167,-125
3/2/21,19,"1,726.83",22,-5,484,25,10648,-125
3/2/21,20,"1,664.19",22,-3,484,9,10648,-27
3/2/21,21,"1,581.14",21,-4,441,16,9261,-64
3/2/21,22,"1,471.80",21,-5,441,25,9261,-125
3/2/21,23,"1,357.17",21,-5,441,25,9261,-125
3/2/21,24,"1,272.75",20,-3,400,9,8000,-27
3/3/21,1,"1,218.74",20,-2,400,4,8000,-8
3/3/21,2,"1,187.01",20,-2,400,4,8000,-8
3/3/21,3,"1,172.40",20,2,400,4,8000,8
3/3/21,4,"1,175.41",18,6,324,36,5832,216
3/3/21,5,"1,211.22",17,5,289,25,4913,125
3/3/21,6,"1,307.91",18,7,324,49,5832,343
3/3/21,7,"1,441.84",20,11,400,121,8000,1331
3/3/21,8,"1,518.69",20,11,400,121,8000,1331
3/3/21,9,"1,516.11",22,13,484,169,10648,2197
3/3/21,10,"1,481.93",29,14,841,196,24389,2744
3/3/21,11,"1,470.76",34,17,1156,289,39304,4913
3/3/21,12,"1,477.37",36,19,1296,361,46656,6859
3/3/21,13,"1,480.44",36,19,1296,361,46656,6859
3/3/21,14,"1,479.55",37,20,1369,400,50653,8000
3/3/21,15,"1,458.97",38,21,1444,441,54872,9261
3/3/21,16,"1,449.05",38,22,1444,484,54872,10648
3/3/21,17,"1,480.72",38,23,1444,529,54872,12167
3/3/21,18,"1,576.89",38,23,1444,529,54872,12167
3/3/21,19,"1,603.44",37,23,1369,529,50653,12167
3/3/21,20,"1,538.72",36,24,1296,576,46656,13824
3/3/21,21,"1,460.75",36,23,1296,529,46656,12167
3/3/21,22,"1,357.64",35,24,1225,576,42875,13824
3/3/21,23,"1,253.10",35,25,1225,625,42875,15625
3/3/21,24,"1,167.99",34,24,1156,576,39304,13824
3/4/21,1,"1,110.73",34,23,1156,529,39304,12167
3/4/21,2,"1,082.82",33,22,1089,484,35937,10648
3/4/21,3,"1,073.30",32,21,1024,441,32768,9261
3/4/21,4,"1,082.14",31,20,961,400,29791,8000
3/4/21,5,"1,126.69",31,19,961,361,29791,6859
3/4/21,6,"1,213.97",30,19,900,361,27000,6859
3/4/21,7,"1,357.21",29,18,841,324,24389,5832
3/4/21,8,"1,437.40",29,17,841,289,24389,4913
3/4/21,9,"1,453.18",29,16,841,256,24389,4096
3/4/21,10,"1,434.74",29,13,841,169,24389,2197
3/4/21,11,"1,421.97",31,12,961,144,29791,1728
3/4/21,12,"1,418.90",32,11,1024,121,32768,1331
3/4/21,13,"1,402.66",32,10,1024,100,32768,1000
3/4/21,14,"1,384.67",32,10,1024,100,32768,1000
3/4/21,15,"1,368.40",33,7,1089,49,35937,343
3/4/21,16,"1,388.41",34,8,1156,64,39304,512
3/4/21,17,"1,451.96",32,6,1024,36,32768,216
3/4/21,18,"1,560.66",31,7,961,49,29791,343
3/4/21,19,"1,622.71",29,7,841,49,24389,343
3/4/21,20,"1,577.16",28,7,784,49,21952,343
3/4/21,21,"1,512.20",25,6,625,36,15625,216
3/4/21,22,"1,417.72",21,5,441,25,9261,125
3/4/21,23,"1,313.57",20,5,400,25,8000,125
3/4/21,24,"1,230.87",19,4,361,16,6859,64
3/5/21,1,"1,184.29",19,4,361,16,6859,64
3/5/21,2,"1,168.04",18,4,324,16,5832,64
3/5/21,3,"1,150.49",18,4,324,16,5832,64
3/5/21,4,"1,158.63",18,4,324,16,5832,64
3/5/21,5,"1,196.51",18,4,324,16,5832,64
3/5/21,6,"1,297.49",18,4,324,16,5832,64
3/5/21,7,"1,435.30",18,3,324,9,5832,27
3/5/21,8,"1,530.61",18,3,324,9,5832,27
3/5/21,9,"1,563.87",18,3,324,9,5832,27
3/5/21,10,"1,559.48",20,0,400,0,8000,0
3/5/21,11,"1,551.01",21,-1,441,1,9261,-1
3/5/21,12,"1,536.49",22,-2,484,4,10648,-8
3/5/21,13,"1,514.88",23,-3,529,9,12167,-27
3/5/21,14,"1,479.46",24,-4,576,16,13824,-64
3/5/21,15,"1,458.62",25,-5,625,25,15625,-125
3/5/21,16,"1,464.47",28,-4,784,16,21952,-64
3/5/21,17,"1,505.00",27,-6,729,36,19683,-216
3/5/21,18,"1,587.11",28,-5,784,25,21952,-125
3/5/21,19,"1,627.44",27,-3,729,9,19683,-27
3/5/21,20,"1,573.92",23,3,529,9,12167,27
3/5/21,21,"1,507.88",21,5,441,25,9261,125
3/5/21,22,"1,420.10",20,3,400,9,8000,27
3/5/21,23,"1,324.27",19,3,361,9,6859,27
3/5/21,24,"1,244.00",18,3,324,9,5832,27
3/6/21,1,"1,193.37",17,3,289,9,4913,27
3/6/21,2,"1,165.97",17,1,289,1,4913,1
3/6/21,3,"1,152.71",16,1,256,1,4096,1
3/6/21,4,"1,154.79",15,1,225,1,3375,1
3/6/21,5,"1,174.42",14,0,196,0,2744,0
3/6/21,6,"1,226.73",14,0,196,0,2744,0
3/6/21,7,"1,295.80",13,0,169,0,2197,0
3/6/21,8,"1,357.63",14,1,196,1,2744,1
3/6/21,9,"1,402.21",17,2,289,4,4913,8
3/6/21,10,"1,419.53",20,4,400,16,8000,64
3/6/21,11,"1,409.91",22,5,484,25,10648,125
3/6/21,12,"1,384.76",24,5,576,25,13824,125
3/6/21,13,"1,357.43",26,7,676,49,17576,343
3/6/21,14,"1,325.26",28,8,784,64,21952,512
3/6/21,15,"1,316.80",29,8,841,64,24389,512
3/6/21,16,"1,345.00",30,8,900,64,27000,512
3/6/21,17,"1,399.92",30,7,900,49,27000,343
3/6/21,18,"1,491.98",28,6,784,36,21952,216
3/6/21,19,"1,547.30",26,6,676,36,17576,216
3/6/21,20,"1,496.49",25,6,625,36,15625,216
3/6/21,21,"1,432.50",25,7,625,49,15625,343
3/6/21,22,"1,353.14",25,7,625,49,15625,343
3/6/21,23,"1,267.51",23,7,529,49,12167,343
3/6/21,24,"1,196.44",22,6,484,36,10648,216
3/7/21,1,"1,143.03",20,4,400,16,8000,64
3/7/21,2,"1,117.14",19,4,361,16,6859,64
3/7/21,3,"1,106.03",18,4,324,16,5832,64
3/7/21,4,"1,107.60",18,4,324,16,5832,64
3/7/21,5,"1,124.60",17,4,289,16,4913,64
3/7/21,6,"1,166.07",17,4,289,16,4913,64
3/7/21,7,"1,222.74",16,4,256,16,4096,64
3/7/21,8,"1,275.30",17,4,289,16,4913,64
3/7/21,9,"1,321.33",19,4,361,16,6859,64
3/7/21,10,"1,341.23",22,5,484,25,10648,125
3/7/21,11,"1,337.68",24,5,576,25,13824,125
3/7/21,12,"1,325.94",27,7,729,49,19683,343
3/7/21,13,"1,308.73",29,8,841,64,24389,512
3/7/21,14,"1,278.73",31,9,961,81,29791,729
3/7/21,15,"1,263.85",32,9,1024,81,32768,729
3/7/21,16,"1,282.52",32,9,1024,81,32768,729
3/7/21,17,"1,355.89",33,10,1089,100,35937,1000
3/7/21,18,"1,466.49",32,10,1024,100,32768,1000
3/7/21,19,"1,524.73",30,9,900,81,27000,729
3/7/21,20,"1,473.80",28,11,784,121,21952,1331
3/7/21,21,"1,397.15",28,10,784,100,21952,1000
3/7/21,22,"1,304.29",28,8,784,64,21952,512
3/7/21,23,"1,210.64",26,9,676,81,17576,729
3/7/21,24,"1,141.03",25,8,625,64,15625,512
3/8/21,1,"1,103.47",24,8,576,64,13824,512
3/8/21,2,"1,093.43",22,8,484,64,10648,512
3/8/21,3,"1,089.82",20,7,400,49,8000,343
3/8/21,4,"1,107.21",20,6,400,36,8000,216
3/8/21,5,"1,154.76",19,5,361,25,6859,125
3/8/21,6,"1,259.82",18,5,324,25,5832,125
3/8/21,7,"1,406.58",17,5,289,25,4913,125
3/8/21,8,"1,480.23",16,8,256,64,4096,512
3/8/21,9,"1,473.29",21,5,441,25,9261,125
3/8/21,10,"1,450.19",24,5,576,25,13824,125
3/8/21,11,"1,427.22",27,6,729,36,19683,216
3/8/21,12,"1,405.97",31,8,961,64,29791,512
3/8/21,13,"1,382.84",32,8,1024,64,32768,512
3/8/21,14,"1,359.47",35,9,1225,81,42875,729
3/8/21,15,"1,341.06",36,7,1296,49,46656,343
3/8/21,16,"1,351.07",37,6,1369,36,50653,216
3/8/21,17,"1,408.98",37,4,1369,16,50653,64
3/8/21,18,"1,514.74",36,2,1296,4,46656,8
3/8/21,19,"1,581.54",34,-1,1156,1,39304,-1
3/8/21,20,"1,527.58",26,12,676,144,17576,1728
3/8/21,21,"1,445.68",26,9,676,81,17576,729
3/8/21,22,"1,340.04",26,14,676,196,17576,2744
3/8/21,23,"1,232.50",28,13,784,169,21952,2197
3/8/21,24,"1,147.19",30,13,900,169,27000,2197
3/9/21,1,"1,091.48",30,14,900,196,27000,2744
3/9/21,2,"1,063.89",31,12,961,144,29791,1728
3/9/21,3,"1,062.21",31,13,961,169,29791,2197
3/9/21,4,"1,076.08",31,12,961,144,29791,1728
3/9/21,5,"1,116.13",30,13,900,169,27000,2197
3/9/21,6,"1,215.16",31,13,961,169,29791,2197
3/9/21,7,"1,352.45",30,13,900,169,27000,2197
3/9/21,8,"1,433.11",30,17,900,289,27000,4913
3/9/21,9,"1,429.43",32,14,1024,196,32768,2744
3/9/21,10,"1,393.33",38,15,1444,225,54872,3375
3/9/21,11,"1,373.05",41,17,1681,289,68921,4913
3/9/21,12,"1,359.00",47,22,2209,484,103823,10648
3/9/21,13,"1,335.40",50,27,2500,729,125000,19683
3/9/21,14,"1,323.61",52,26,2704,676,140608,17576
3/9/21,15,"1,308.81",51,26,2601,676,132651,17576
3/9/21,16,"1,318.49",50,25,2500,625,125000,15625
3/9/21,17,"1,365.63",48,25,2304,625,110592,15625
3/9/21,18,"1,457.16",46,25,2116,625,97336,15625
3/9/21,19,"1,523.89",42,24,1764,576,74088,13824
3/9/21,20,"1,467.90",41,24,1681,576,68921,13824
3/9/21,21,"1,391.91",38,24,1444,576,54872,13824
3/9/21,22,"1,291.97",36,24,1296,576,46656,13824
3/9/21,23,"1,186.61",34,24,1156,576,39304,13824
3/9/21,24,"1,108.45",30,23,900,529,27000,12167
3/10/21,1,"1,060.90",28,22,784,484,21952,10648
3/10/21,2,"1,037.33",29,23,841,529,24389,12167
3/10/21,3,"1,031.82",29,22,841,484,24389,10648
3/10/21,4,"1,042.41",25,20,625,400,15625,8000
3/10/21,5,"1,088.20",24,21,576,441,13824,9261
3/10/21,6,"1,196.53",24,20,576,400,13824,8000
3/10/21,7,"1,338.78",23,20,529,400,12167,8000
3/10/21,8,"1,402.56",23,21,529,441,12167,9261
3/10/21,9,"1,390.57",31,25,961,625,29791,15625
3/10/21,10,"1,357.25",36,26,1296,676,46656,17576
3/10/21,11,"1,334.46",40,25,1600,625,64000,15625
3/10/21,12,"1,316.52",43,25,1849,625,79507,15625
3/10/21,13,"1,295.87",45,26,2025,676,91125,17576
3/10/21,14,"1,280.83",47,26,2209,676,103823,17576
3/10/21,15,"1,265.30",50,28,2500,784,125000,21952
3/10/21,16,"1,275.65",51,26,2601,676,132651,17576
3/10/21,17,"1,317.58",51,26,2601,676,132651,17576
3/10/21,18,"1,409.82",50,25,2500,625,125000,15625
3/10/21,19,"1,481.84",48,23,2304,529,110592,12167
3/10/21,20,"1,439.92",45,24,2025,576,91125,13824
3/10/21,21,"1,362.10",42,27,1764,729,74088,19683
3/10/21,22,"1,264.85",41,28,1681,784,68921,21952
3/10/21,23,"1,163.06",39,28,1521,784,59319,21952
3/10/21,24,"1,082.85",37,28,1369,784,50653,21952
3/11/21,1,"1,031.92",38,28,1444,784,54872,21952
3/11/21,2,"1,006.44",37,29,1369,841,50653,24389
3/11/21,3,"1,003.90",34,28,1156,784,39304,21952
3/11/21,4,"1,003.66",33,28,1089,784,35937,21952
3/11/21,5,"1,041.88",34,29,1156,841,39304,24389
3/11/21,6,"1,141.37",34,30,1156,900,39304,27000
3/11/21,7,"1,275.47",31,28,961,784,29791,21952
3/11/21,8,"1,362.44",33,29,1089,841,35937,24389
3/11/21,9,"1,381.63",37,32,1369,1024,50653,32768
3/11/21,10,"1,361.72",40,35,1600,1225,64000,42875
3/11/21,11,"1,350.00",44,37,1936,1369,85184,50653
3/11/21,12,"1,334.48",49,38,2401,1444,117649,54872
3/11/21,13,"1,284.38",52,38,2704,1444,140608,54872
3/11/21,14,"1,265.13",57,39,3249,1521,185193,59319
3/11/21,15,"1,249.93",63,40,3969,1600,250047,64000
3/11/21,16,"1,259.87",67,37,4489,1369,300763,50653
3/11/21,17,"1,296.76",68,36,4624,1296,314432,46656
3/11/21,18,"1,364.72",66,35,4356,1225,287496,42875
3/11/21,19,"1,432.76",63,33,3969,1089,250047,35937
3/11/21,20,"1,386.71",61,34,3721,1156,226981,39304
3/11/21,21,"1,309.83",60,35,3600,1225,216000,42875
3/11/21,22,"1,202.74",57,34,3249,1156,185193,39304
3/11/21,23,"1,098.93",58,37,3364,1369,195112,50653
3/11/21,24,"1,017.92",57,37,3249,1369,185193,50653
3/12/21,1,960.9,56,37,3136,1369,175616,50653
3/12/21,2,930.55,56,38,3136,1444,175616,54872
3/12/21,3,915.11,50,37,2500,1369,125000,50653
3/12/21,4,919.2,47,36,2209,1296,103823,46656
3/12/21,5,950.86,54,40,2916,1600,157464,64000
3/12/21,6,"1,042.37",56,36,3136,1296,175616,46656
3/12/21,7,"1,165.35",53,27,2809,729,148877,19683
3/12/21,8,"1,239.42",51,24,2601,576,132651,13824
3/12/21,9,"1,256.49",51,25,2601,625,132651,15625
3/12/21,10,"1,251.91",51,23,2601,529,132651,12167
3/12/21,11,"1,248.60",53,22,2809,484,148877,10648
3/12/21,12,"1,240.06",55,21,3025,441,166375,9261
3/12/21,13,"1,220.98",56,18,3136,324,175616,5832
3/12/21,14,"1,209.90",57,18,3249,324,185193,5832
3/12/21,15,"1,194.73",57,16,3249,256,185193,4096
3/12/21,16,"1,201.94",59,18,3481,324,205379,5832
3/12/21,17,"1,241.20",57,19,3249,361,185193,6859
3/12/21,18,"1,313.68",54,20,2916,400,157464,8000
3/12/21,19,"1,372.22",50,18,2500,324,125000,5832
3/12/21,20,"1,321.51",49,16,2401,256,117649,4096
3/12/21,21,"1,262.01",47,17,2209,289,103823,4913
3/12/21,22,"1,186.38",47,24,2209,576,103823,13824
3/12/21,23,"1,098.20",45,18,2025,324,91125,5832
3/12/21,24,"1,028.80",43,15,1849,225,79507,3375
3/13/21,1,985.29,40,10,1600,100,64000,1000
3/13/21,2,968.93,37,13,1369,169,50653,2197
3/13/21,3,968.18,31,21,961,441,29791,9261
3/13/21,4,975.34,29,12,841,144,24389,1728
3/13/21,5,"1,008.00",27,5,729,25,19683,125
3/13/21,6,"1,062.01",26,9,676,81,17576,729
3/13/21,7,"1,131.34",26,10,676,100,17576,1000
3/13/21,8,"1,203.16",27,11,729,121,19683,1331
3/13/21,9,"1,246.28",28,12,784,144,21952,1728
3/13/21,10,"1,263.58",30,12,900,144,27000,1728
3/13/21,11,"1,261.66",33,13,1089,169,35937,2197
3/13/21,12,"1,243.83",35,12,1225,144,42875,1728
3/13/21,13,"1,218.20",38,12,1444,144,54872,1728
3/13/21,14,"1,193.59",39,10,1521,100,59319,1000
3/13/21,15,"1,176.79",40,10,1600,100,64000,1000
3/13/21,16,"1,194.45",42,9,1764,81,74088,729
3/13/21,17,"1,249.90",40,8,1600,64,64000,512
3/13/21,18,"1,339.92",39,6,1521,36,59319,216
