Date,Hr_End,DA_Demand,RT_Demand,Dry_Bulb,Dew_Point,Dry_BulbSQ,Dew_PointSQ,Dry_BulbCube,Dew_PointCube
1/1/22,1,1005.6,1042.18,34,34,1156,1156,39304,39304
1/1/22,2,985.4,994.7,35,34,1225,1156,42875,39304
1/1/22,3,930.9,964.33,35,35,1225,1225,42875,42875
1/1/22,4,912,951.08,35,35,1225,1225,42875,42875
1/1/22,5,917.7,953.03,36,34,1296,1156,46656,39304
1/1/22,6,950.3,978.35,34,34,1156,1156,39304,39304
1/1/22,7,952.9,1021.36,34,34,1156,1156,39304,39304
1/1/22,8,1031.2,1078.34,34,34,1156,1156,39304,39304
1/1/22,9,1109.9,1158.92,34,34,1156,1156,39304,39304
1/1/22,10,1261.3,1249.88,35,34,1225,1156,42875,39304
1/1/22,11,1282,1315.79,35,34,1225,1156,42875,39304
1/1/22,12,1315.2,1353,35,35,1225,1225,42875,42875
1/1/22,13,1267.8,1360.27,36,35,1296,1225,46656,42875
1/1/22,14,1243.4,1348.3,36,36,1296,1296,46656,46656
1/1/22,15,1181.3,1330.43,37,36,1369,1296,50653,46656
1/1/22,16,1229.2,1332.83,37,37,1369,1369,50653,50653
1/1/22,17,1326.9,1408.54,37,37,1369,1369,50653,50653
1/1/22,18,1368.8,1457.18,36,36,1296,1296,46656,46656
1/1/22,19,1319.6,1422.47,37,36,1369,1296,50653,46656
1/1/22,20,1269.2,1360.92,35,35,1225,1225,42875,42875
1/1/22,21,1190.8,1298.43,36,36,1296,1296,46656,46656
1/1/22,22,1095.5,1224.32,35,35,1225,1225,42875,42875
1/1/22,23,1006.7,1133.51,35,35,1225,1225,42875,42875
1/1/22,24,921,1051.69,35,35,1225,1225,42875,42875
1/2/22,1,919.8,990.92,36,36,1296,1296,46656,46656
1/2/22,2,897.7,954.78,35,35,1225,1225,42875,42875
1/2/22,3,874.7,936.82,36,34,1296,1156,46656,39304
1/2/22,4,836.3,930.57,36,36,1296,1296,46656,46656
1/2/22,5,848.5,939.75,35,35,1225,1225,42875,42875
1/2/22,6,861.7,970.53,35,35,1225,1225,42875,42875
1/2/22,7,898.3,1018.27,35,35,1225,1225,42875,42875
1/2/22,8,976.2,1087.48,35,35,1225,1225,42875,42875
1/2/22,9,1062.4,1176.55,35,35,1225,1225,42875,42875
1/2/22,10,1156.8,1256.65,35,35,1225,1225,42875,42875
1/2/22,11,1200.8,1311.7,37,36,1369,1296,50653,46656
1/2/22,12,1220.2,1355.83,37,37,1369,1369,50653,50653
1/2/22,13,1194.6,1378.36,38,38,1444,1444,54872,54872
1/2/22,14,1199.9,1376.28,38,36,1444,1296,54872,46656
1/2/22,15,1192.5,1368.21,37,35,1369,1225,50653,42875
1/2/22,16,1246.4,1372.95,37,34,1369,1156,50653,39304
1/2/22,17,1368.9,1468.15,36,32,1296,1024,46656,32768
1/2/22,18,1494.1,1537.6,35,29,1225,841,42875,24389
1/2/22,19,1410,1511.05,34,28,1156,784,39304,21952
1/2/22,20,1358,1458.95,33,26,1089,676,35937,17576
1/2/22,21,1328.9,1394.06,32,23,1024,529,32768,12167
1/2/22,22,1205.2,1312.37,29,19,841,361,24389,6859
1/2/22,23,1076.4,1224.88,27,17,729,289,19683,4913
1/2/22,24,1017.2,1153.52,26,17,676,289,17576,4913
1/3/22,1,994.6,1112.17,24,15,576,225,13824,3375
1/3/22,2,949.6,1089.41,23,13,529,169,12167,2197
1/3/22,3,961.7,1084.31,21,12,441,144,9261,1728
1/3/22,4,979.3,1099.55,20,10,400,100,8000,1000
1/3/22,5,1015.7,1146.36,19,10,361,100,6859,1000
1/3/22,6,1145.7,1246.56,19,8,361,64,6859,512
1/3/22,7,1327,1401.08,19,8,361,64,6859,512
1/3/22,8,1456.7,1501.81,18,7,324,49,5832,343
1/3/22,9,1494.8,1548.22,18,6,324,36,5832,216
1/3/22,10,1533.1,1579.21,19,7,361,49,6859,343
1/3/22,11,1523.9,1605.28,20,5,400,25,8000,125
1/3/22,12,1530.1,1620.18,20,6,400,36,8000,216
1/3/22,13,1540.5,1622.24,20,6,400,36,8000,216
1/3/22,14,1518.8,1622.47,21,7,441,49,9261,343
1/3/22,15,1527.7,1613.88,22,8,484,64,10648,512
1/3/22,16,1535.8,1626.14,22,8,484,64,10648,512
1/3/22,17,1610.7,1709.93,21,7,441,49,9261,343
1/3/22,18,1734.9,1783.11,20,7,400,49,8000,343
1/3/22,19,1639.1,1752.79,19,6,361,36,6859,216
1/3/22,20,1587.5,1693.16,19,5,361,25,6859,125
1/3/22,21,1531,1620.98,18,5,324,25,5832,125
1/3/22,22,1456,1512.32,17,4,289,16,4913,64
1/3/22,23,1278.3,1397.61,16,4,256,16,4096,64
1/3/22,24,1163.4,1311.44,15,2,225,4,3375,8
1/4/22,1,1174.1,1266.86,13,-1,169,1,2197,-1
1/4/22,2,1135.5,1242.52,12,-2,144,4,1728,-8
1/4/22,3,1130.5,1241.35,12,-2,144,4,1728,-8
1/4/22,4,1121.6,1246.27,11,-2,121,4,1331,-8
1/4/22,5,1153.4,1290.78,11,-3,121,9,1331,-27
1/4/22,6,1265.7,1398.14,11,-3,121,9,1331,-27
1/4/22,7,1424.4,1552.26,11,-3,121,9,1331,-27
1/4/22,8,1526,1645.76,10,-3,100,9,1000,-27
1/4/22,9,1505.4,1656.75,11,-2,121,4,1331,-8
1/4/22,10,1453.8,1630,14,-3,196,9,2744,-27
1/4/22,11,1408.2,1601.26,18,0,324,0,5832,0
1/4/22,12,1414.8,1574.66,20,0,400,0,8000,0
1/4/22,13,1389.1,1547.11,23,2,529,4,12167,8
1/4/22,14,1382.9,1533.64,26,4,676,16,17576,64
1/4/22,15,1412.8,1534.45,30,6,900,36,27000,216
1/4/22,16,1437.6,1568.09,31,9,961,81,29791,729
1/4/22,17,1575.5,1667.01,30,12,900,144,27000,1728
1/4/22,18,1637.8,1762.37,28,13,784,169,21952,2197
1/4/22,19,1637.1,1745.81,25,12,625,144,15625,1728
1/4/22,20,1585.8,1685.9,24,12,576,144,13824,1728
1/4/22,21,1518.6,1609.85,23,12,529,144,12167,1728
1/4/22,22,1405.3,1505.83,24,12,576,144,13824,1728
1/4/22,23,1281.7,1385,23,12,529,144,12167,1728
1/4/22,24,1187.9,1303.87,22,12,484,144,10648,1728
1/5/22,1,1148.3,1244.07,23,12,529,144,12167,1728
1/5/22,2,1092.6,1212.69,22,13,484,169,10648,2197
1/5/22,3,1096.4,1206.3,22,13,484,169,10648,2197
1/5/22,4,1104,1199.68,23,14,529,196,12167,2744
1/5/22,5,1109.9,1231.71,22,14,484,196,10648,2744
1/5/22,6,1223.4,1327.92,22,15,484,225,10648,3375
1/5/22,7,1294.6,1466.02,21,16,441,256,9261,4096
1/5/22,8,1434.2,1557.6,22,17,484,289,10648,4913
1/5/22,9,1467.1,1585.91,25,21,625,441,15625,9261
1/5/22,10,1445.1,1594.52,27,22,729,484,19683,10648
1/5/22,11,1467.5,1598.88,27,25,729,625,19683,15625
1/5/22,12,1470.3,1606.56,30,29,900,841,27000,24389
1/5/22,13,1444.3,1590.96,31,30,961,900,29791,27000
1/5/22,14,1433.8,1578.47,33,32,1089,1024,35937,32768
1/5/22,15,1380.7,1552.02,36,35,1296,1225,46656,42875
1/5/22,16,1419,1549.18,37,36,1369,1296,50653,46656
1/5/22,17,1496.5,1614.05,37,36,1369,1296,50653,46656
1/5/22,18,1504.1,1664.81,37,36,1369,1296,50653,46656
1/5/22,19,1454,1625.13,35,34,1225,1156,42875,39304
1/5/22,20,1405.4,1553.71,33,32,1089,1024,35937,32768
1/5/22,21,1337.1,1474.58,34,33,1156,1089,39304,35937
1/5/22,22,1218.8,1371.74,35,34,1225,1156,42875,39304
1/5/22,23,1092.1,1260.85,29,28,841,784,24389,21952
1/5/22,24,1013.2,1167.77,28,27,784,729,21952,19683
1/6/22,1,1030.4,1111.63,28,27,784,729,21952,19683
1/6/22,2,994.9,1082.04,27,26,729,676,19683,17576
1/6/22,3,1004.5,1068.43,27,26,729,676,19683,17576
1/6/22,4,1022.8,1076.7,28,26,784,676,21952,17576
1/6/22,5,1035.7,1116.47,25,24,625,576,15625,13824
1/6/22,6,1118.6,1218.95,24,22,576,484,13824,10648
1/6/22,7,1241.6,1367.5,27,27,729,729,19683,19683
1/6/22,8,1354.5,1459.06,25,23,625,529,15625,12167
1/6/22,9,1395.2,1477.88,28,25,784,625,21952,15625
1/6/22,10,1371.4,1465.34,34,23,1156,529,39304,12167
1/6/22,11,1310.8,1458.79,35,20,1225,400,42875,8000
1/6/22,12,1291.5,1455.24,35,19,1225,361,42875,6859
1/6/22,13,1293.3,1447.42,36,18,1296,324,46656,5832
1/6/22,14,1308.7,1454.19,35,17,1225,289,42875,4913
1/6/22,15,1337.6,1451.95,34,17,1156,289,39304,4913
1/6/22,16,1402.7,1479.65,34,16,1156,256,39304,4096
1/6/22,17,1501.3,1577.31,33,16,1089,256,35937,4096
1/6/22,18,1583.2,1671.36,30,16,900,256,27000,4096
1/6/22,19,1570.3,1659.12,31,17,961,289,29791,4913
1/6/22,20,1536.9,1604.02,28,17,784,289,21952,4913
1/6/22,21,1464.9,1535.66,29,16,841,256,24389,4096
1/6/22,22,1386.1,1437.72,27,19,729,361,19683,6859
1/6/22,23,1251.8,1325.78,27,19,729,361,19683,6859
1/6/22,24,1137.1,1237.99,26,20,676,400,17576,8000
1/7/22,1,1079.3,1174.29,26,21,676,441,17576,9261
1/7/22,2,1068.3,1134.53,27,22,729,484,19683,10648
1/7/22,3,1066.8,1106.3,26,21,676,441,17576,9261
1/7/22,4,1088.4,1108.28,26,21,676,441,17576,9261
1/7/22,5,1092.5,1152.18,27,22,729,484,19683,10648
1/7/22,6,1200.4,1235.56,27,23,729,529,19683,12167
1/7/22,7,1292.5,1349.71,26,24,676,576,17576,13824
1/7/22,8,1446.9,1453.99,26,24,676,576,17576,13824
1/7/22,9,1463.8,1520.42,26,24,676,576,17576,13824
1/7/22,10,1485.4,1568.95,26,24,676,576,17576,13824
1/7/22,11,1472.8,1606.51,27,24,729,576,19683,13824
1/7/22,12,1476.9,1623.33,27,24,729,576,19683,13824
1/7/22,13,1452,1618.71,27,24,729,576,19683,13824
1/7/22,14,1418.3,1595.86,28,25,784,625,21952,15625
1/7/22,15,1421.8,1571.29,28,25,784,625,21952,15625
1/7/22,16,1405.1,1557.99,29,22,841,484,24389,10648
1/7/22,17,1500.6,1611.85,29,21,841,441,24389,9261
1/7/22,18,1562.2,1694.11,28,20,784,400,21952,8000
1/7/22,19,1463.7,1667.69,27,18,729,324,19683,5832
1/7/22,20,1400.5,1607.36,26,17,676,289,17576,4913
1/7/22,21,1440.5,1542.1,25,15,625,225,15625,3375
1/7/22,22,1375.5,1459.01,24,15,576,225,13824,3375
1/7/22,23,1268.9,1360.62,22,10,484,100,10648,1000
1/7/22,24,1163,1272.74,21,10,441,100,9261,1000
1/8/22,1,1125.9,1219.36,19,9,361,81,6859,729
1/8/22,2,1126.2,1195.61,19,7,361,49,6859,343
1/8/22,3,1124.6,1188.46,17,6,289,36,4913,216
1/8/22,4,1104.2,1196.7,16,5,256,25,4096,125
1/8/22,5,1124.8,1218.38,14,2,196,4,2744,8
1/8/22,6,1170.5,1256.98,12,1,144,1,1728,1
1/8/22,7,1233.6,1332.05,11,0,121,0,1331,0
1/8/22,8,1320.7,1415.98,10,0,100,0,1000,0
1/8/22,9,1404.8,1493.75,10,-1,100,1,1000,-1
1/8/22,10,1405.6,1536.77,12,0,144,0,1728,0
1/8/22,11,1440.2,1540.34,14,1,196,1,2744,1
1/8/22,12,1394,1527.47,17,3,289,9,4913,27
1/8/22,13,1396.6,1501.24,20,3,400,9,8000,27
1/8/22,14,1361.3,1478.16,22,2,484,4,10648,8
1/8/22,15,1404.3,1464.68,24,0,576,0,13824,0
1/8/22,16,1422.1,1485.63,23,0,529,0,12167,0
1/8/22,17,1538.3,1575.06,22,0,484,0,10648,0
1/8/22,18,1629.2,1678.12,19,1,361,1,6859,1
1/8/22,19,1611.9,1661.53,13,5,169,25,2197,125
1/8/22,20,1537.6,1611.63,8,3,64,9,512,27
1/8/22,21,1477.3,1555.18,7,3,49,9,343,27
1/8/22,22,1429.5,1477.69,6,3,36,9,216,27
1/8/22,23,1316.7,1389.43,3,1,9,1,27,1
1/8/22,24,1216.5,1306.24,5,2,25,4,125,8
1/9/22,1,1177.7,1242.99,8,5,64,25,512,125
1/9/22,2,1151.1,1205.51,11,7,121,49,1331,343
1/9/22,3,1121.5,1180.68,11,7,121,49,1331,343
1/9/22,4,1117.7,1168.23,15,9,225,81,3375,729
1/9/22,5,1126.2,1169.93,18,9,324,81,5832,729
1/9/22,6,1151.9,1192.67,20,9,400,81,8000,729
1/9/22,7,1212.2,1239.94,22,11,484,121,10648,1331
1/9/22,8,1321.2,1303.03,24,13,576,169,13824,2197
1/9/22,9,1381,1377.85,25,14,625,196,15625,2744
1/9/22,10,1396.7,1446.49,30,15,900,225,27000,3375
1/9/22,11,1441.6,1496.64,33,18,1089,324,35937,5832
1/9/22,12,1439.8,1529.21,33,21,1089,441,35937,9261
1/9/22,13,1439.9,1529.74,34,27,1156,729,39304,19683
1/9/22,14,1429.9,1507.14,34,28,1156,784,39304,21952
1/9/22,15,1413.7,1499.25,35,28,1225,784,42875,21952
1/9/22,16,1426.8,1497.85,35,28,1225,784,42875,21952
1/9/22,17,1501.2,1563.78,35,28,1225,784,42875,21952
1/9/22,18,1502,1610.84,35,29,1225,841,42875,24389
1/9/22,19,1477,1565.16,35,30,1225,900,42875,27000
1/9/22,20,1397.2,1491.6,36,31,1296,961,46656,29791
1/9/22,21,1317.8,1416,36,31,1296,961,46656,29791
1/9/22,22,1217.2,1311.36,36,31,1296,961,46656,29791
1/9/22,23,1142.7,1207.97,36,32,1296,1024,46656,32768
1/9/22,24,1053.9,1132.36,37,32,1369,1024,50653,32768
1/10/22,1,1028.5,1085.8,38,25,1444,625,54872,15625
1/10/22,2,972,1065.05,36,23,1296,529,46656,12167
1/10/22,3,979.2,1066.1,34,17,1156,289,39304,4913
1/10/22,4,1016.9,1088.36,31,12,961,144,29791,1728
1/10/22,5,1040.3,1142.14,28,9,784,81,21952,729
1/10/22,6,1108.6,1256.54,26,5,676,25,17576,125
1/10/22,7,1315.9,1410.51,25,3,625,9,15625,27
1/10/22,8,1460.3,1517.45,23,3,529,9,12167,27
1/10/22,9,1471.1,1546.34,21,-1,441,1,9261,-1
1/10/22,10,1468.4,1547.47,22,-2,484,4,10648,-8
1/10/22,11,1467.9,1556.43,24,0,576,0,13824,0
1/10/22,12,1458.4,1560.7,25,1,625,1,15625,1
1/10/22,13,1455,1559.03,25,1,625,1,15625,1
1/10/22,14,1471.4,1564.69,24,1,576,1,13824,1
1/10/22,15,1484.4,1564.46,24,0,576,0,13824,0
1/10/22,16,1523.9,1586.4,23,3,529,9,12167,27
1/10/22,17,1603.2,1667.66,22,5,484,25,10648,125
1/10/22,18,1641.1,1766.53,21,6,441,36,9261,216
1/10/22,19,1689.7,1751.29,21,6,441,36,9261,216
1/10/22,20,1630.2,1696.98,20,7,400,49,8000,343
1/10/22,21,1576,1622.62,19,12,361,144,6859,1728
1/10/22,22,1459.8,1522.14,18,13,324,169,5832,2197
1/10/22,23,1340.9,1409.32,17,14,289,196,4913,2744
1/10/22,24,1212.5,1326.87,17,11,289,121,4913,1331
1/11/22,1,1197.8,1279.04,15,7,225,49,3375,343
1/11/22,2,1151.3,1258.82,13,0,169,0,2197,0
1/11/22,3,1172.2,1257.24,10,-2,100,4,1000,-8
1/11/22,4,1181.6,1277.9,9,-4,81,16,729,-64
1/11/22,5,1221.1,1322.22,7,-7,49,49,343,-343
1/11/22,6,1329.1,1424.57,5,-10,25,100,125,-1000
1/11/22,7,1567.2,1582.58,3,-12,9,144,27,-1728
1/11/22,8,1696.1,1689.86,1,-15,1,225,1,-3375
1/11/22,9,1692.5,1730.92,0,-16,0,256,0,-4096
1/11/22,10,1699.4,1739.61,-1,-16,1,256,-1,-4096
1/11/22,11,1724.2,1735.59,0,-16,0,256,0,-4096
1/11/22,12,1680.5,1725.16,3,-15,9,225,27,-3375
1/11/22,13,1618.8,1709.28,4,-15,16,225,64,-3375
1/11/22,14,1599.5,1696.49,6,-14,36,196,216,-2744
1/11/22,15,1595.9,1692.76,7,-15,49,225,343,-3375
1/11/22,16,1621.1,1722.54,7,-16,49,256,343,-4096
1/11/22,17,1748.1,1810.91,6,-16,36,256,216,-4096
1/11/22,18,1842,1912.62,4,-15,16,225,64,-3375
1/11/22,19,1844.1,1893.47,3,-14,9,196,27,-2744
1/11/22,20,1820.4,1836.63,-1,-13,1,169,-1,-2197
1/11/22,21,1721.6,1757.53,-4,-11,16,121,-64,-1331
1/11/22,22,1628.3,1650.37,-4,-12,16,144,-64,-1728
1/11/22,23,1507.6,1540.68,-4,-11,16,121,-64,-1331
1/11/22,24,1406.9,1453.5,-6,-10,36,100,-216,-1000
1/12/22,1,1312.8,1393.38,-7,-11,49,121,-343,-1331
1/12/22,2,1309.4,1364.89,-2,-8,4,64,-8,-512
1/12/22,3,1266,1352.33,-3,-9,9,81,-27,-729
1/12/22,4,1267.3,1353.05,-1,-7,1,49,-1,-343
1/12/22,5,1298,1389.2,1,-6,1,36,1,-216
1/12/22,6,1384.2,1483.39,3,-5,9,25,27,-125
1/12/22,7,1575,1628.9,4,-4,16,16,64,-64
1/12/22,8,1670.3,1719.44,5,-4,25,16,125,-64
1/12/22,9,1673.9,1750.1,6,-3,36,9,216,-27
1/12/22,10,1649.7,1759.02,9,0,81,0,729,0
1/12/22,11,1642.7,1744.5,13,3,169,9,2197,27
1/12/22,12,1550.5,1716.14,18,6,324,36,5832,216
1/12/22,13,1484.2,1689.27,23,8,529,64,12167,512
1/12/22,14,1475.4,1670.74,27,9,729,81,19683,729
1/12/22,15,1485.3,1668.06,30,12,900,144,27000,1728
1/12/22,16,1506.1,1672.98,30,13,900,169,27000,2197
1/12/22,17,1655.8,1732.6,25,12,625,144,15625,1728
1/12/22,18,1727.6,1790.7,23,12,529,144,12167,1728
1/12/22,19,1722,1757.49,23,12,529,144,12167,1728
1/12/22,20,1638.3,1686.23,22,11,484,121,10648,1331
1/12/22,21,1555.3,1597.94,22,12,484,144,10648,1728
1/12/22,22,1458.5,1492.52,22,12,484,144,10648,1728
1/12/22,23,1239.8,1371.18,22,13,484,169,10648,2197
1/12/22,24,1132.8,1282.35,22,13,484,169,10648,2197
1/13/22,1,1187,1217.35,22,13,484,169,10648,2197
1/13/22,2,1130.3,1187.17,22,14,484,196,10648,2744
1/13/22,3,1111.6,1167.95,22,14,484,196,10648,2744
1/13/22,4,1143.9,1173.91,19,13,361,169,6859,2197
1/13/22,5,1152,1203.85,21,14,441,196,9261,2744
1/13/22,6,1263.4,1299.08,22,15,484,225,10648,3375
1/13/22,7,1471.1,1444.92,21,15,441,225,9261,3375
1/13/22,8,1565.6,1542.05,22,15,484,225,10648,3375
1/13/22,9,1592.6,1579.74,22,16,484,256,10648,4096
1/13/22,10,1578.9,1590.04,24,17,576,289,13824,4913
1/13/22,11,1540.3,1597.75,25,18,625,324,15625,5832
1/13/22,12,1488.4,1596.78,26,19,676,361,17576,6859
1/13/22,13,1474.1,1566.39,28,19,784,361,21952,6859
1/13/22,14,1472.8,1526.79,30,21,900,441,27000,9261
1/13/22,15,1476.4,1499.82,33,23,1089,529,35937,12167
1/13/22,16,1477.1,1511.21,33,23,1089,529,35937,12167
1/13/22,17,1556.2,1580.37,34,24,1156,576,39304,13824
1/13/22,18,1621.2,1669.96,31,24,961,576,29791,13824
1/13/22,19,1464.8,1656.39,31,24,961,576,29791,13824
1/13/22,20,1437.2,1598.74,28,22,784,484,21952,10648
1/13/22,21,1350.2,1527.09,26,21,676,441,17576,9261
1/13/22,22,1272.5,1423.42,23,21,529,441,12167,9261
1/13/22,23,1175.6,1314.59,26,22,676,484,17576,10648
1/13/22,24,1062.6,1220.16,23,21,529,441,12167,9261
1/14/22,1,1123.9,1157.73,23,20,529,400,12167,8000
1/14/22,2,1097.8,1125.96,25,22,625,484,15625,10648
1/14/22,3,1077.2,1110.64,25,23,625,529,15625,12167
1/14/22,4,1073.8,1114.92,26,22,676,484,17576,10648
1/14/22,5,1123.3,1151.69,26,22,676,484,17576,10648
1/14/22,6,1201.8,1239.25,27,23,729,529,19683,12167
1/14/22,7,1415.1,1378.69,28,23,784,529,21952,12167
1/14/22,8,1460.4,1484.57,26,23,676,529,17576,12167
1/14/22,9,1521.5,1525.58,27,24,729,576,19683,13824
1/14/22,10,1520,1536.14,28,24,784,576,21952,13824
1/14/22,11,1532.2,1534.9,30,24,900,576,27000,13824
1/14/22,12,1445.7,1515.31,35,27,1225,729,42875,19683
1/14/22,13,1427,1502.61,37,27,1369,729,50653,19683
1/14/22,14,1425.3,1494.78,36,24,1296,576,46656,13824
1/14/22,15,1436.7,1481.61,35,23,1225,529,42875,12167
1/14/22,16,1527.1,1504.36,33,20,1089,400,35937,8000
1/14/22,17,1575.8,1574.88,30,16,900,256,27000,4096
1/14/22,18,1629.4,1669.69,27,13,729,169,19683,2197
1/14/22,19,1614.6,1664.01,24,8,576,64,13824,512
1/14/22,20,1588.6,1621,20,4,400,16,8000,64
1/14/22,21,1516,1575.57,18,0,324,0,5832,0
1/14/22,22,1452.8,1507.93,14,-2,196,4,2744,-8
1/14/22,23,1327.7,1427.04,10,-5,100,25,1000,-125
1/14/22,24,1311.3,1355.66,7,-6,49,36,343,-216
1/15/22,1,1310.8,1312.15,5,-8,25,64,125,-512
1/15/22,2,1284.8,1290.66,4,-10,16,100,64,-1000
1/15/22,3,1277.2,1285.72,3,-12,9,144,27,-1728
1/15/22,4,1311,1295.98,2,-13,4,169,8,-2197
1/15/22,5,1347.4,1328.13,0,-15,0,225,0,-3375
1/15/22,6,1398.4,1373.69,-1,-15,1,225,-1,-3375
1/15/22,7,1460.5,1450.3,-3,-17,9,289,-27,-4913
1/15/22,8,1585.5,1536.19,-4,-19,16,361,-64,-6859
1/15/22,9,1643.2,1615.17,-5,-19,25,361,-125,-6859
1/15/22,10,1666,1650.3,-4,-19,16,361,-64,-6859
1/15/22,11,1637.7,1657.44,-2,-18,4,324,-8,-5832
1/15/22,12,1600.2,1649.62,0,-18,0,324,0,-5832
1/15/22,13,1569.9,1632.87,3,-17,9,289,27,-4913
1/15/22,14,1545.6,1625.25,5,-16,25,256,125,-4096
1/15/22,15,1540.7,1634.72,6,-16,36,256,216,-4096
1/15/22,16,1575.2,1677.79,7,-15,49,225,343,-3375
1/15/22,17,1640.2,1769.96,6,-16,36,256,216,-4096
1/15/22,18,1778.6,1853.62,4,-16,16,256,64,-4096
1/15/22,19,1736.1,1833.88,3,-16,9,256,27,-4096
1/15/22,20,1664.5,1776.23,2,-17,4,289,8,-4913
1/15/22,21,1612.5,1714.35,1,-16,1,256,1,-4096
1/15/22,22,1491.7,1635.13,0,-16,0,256,0,-4096
1/15/22,23,1424.6,1546.38,-1,-16,1,256,-1,-4096
1/15/22,24,1356.3,1465.42,-1,-17,1,289,-1,-4913
1/16/22,1,1343.9,1408.29,-1,-17,1,289,-1,-4913
1/16/22,2,1311.2,1373.1,0,-17,0,289,0,-4913
1/16/22,3,1296.9,1355.43,-2,-16,4,256,-8,-4096
1/16/22,4,1288.5,1356.21,-5,-16,25,256,-125,-4096
1/16/22,5,1306.2,1368.4,-6,-14,36,196,-216,-2744
1/16/22,6,1350.6,1391.43,-6,-15,36,225,-216,-3375
1/16/22,7,1401.4,1449.5,-7,-13,49,169,-343,-2197
1/16/22,8,1486.5,1525.07,-6,-14,36,196,-216,-2744
1/16/22,9,1573.2,1591.63,-6,-12,36,144,-216,-1728
1/16/22,10,1578.6,1613.03,2,-10,4,100,8,-1000
1/16/22,11,1570.6,1603.74,5,-10,25,100,125,-1000
1/16/22,12,1511.8,1584.26,11,-9,121,81,1331,-729
1/16/22,13,1470.8,1557.27,17,-9,289,81,4913,-729
1/16/22,14,1430.1,1527.87,20,-9,400,81,8000,-729
1/16/22,15,1425.4,1527.55,23,-8,529,64,12167,-512
1/16/22,16,1503.1,1562.84,24,-8,576,64,13824,-512
1/16/22,17,1621.2,1664.03,22,-5,484,25,10648,-125
1/16/22,18,1726.7,1756.56,21,-8,441,64,9261,-512
1/16/22,19,1705.8,1724.8,20,-6,400,36,8000,-216
1/16/22,20,1656.3,1652.81,18,-6,324,36,5832,-216
1/16/22,21,1576.8,1581.39,18,0,324,0,5832,0
1/16/22,22,1445.9,1489.98,18,4,324,16,5832,64
1/16/22,23,1337.4,1391.89,18,5,324,25,5832,125
1/16/22,24,1265,1307.16,19,6,361,36,6859,216
1/17/22,1,1237.4,1247.09,20,7,400,49,8000,343
1/17/22,2,1185.7,1210.87,21,9,441,81,9261,729
1/17/22,3,1161.3,1193.53,22,12,484,144,10648,1728
1/17/22,4,1175.8,1194.64,23,15,529,225,12167,3375
1/17/22,5,1173.6,1232.3,27,22,729,484,19683,10648
1/17/22,6,1195.8,1286.66,27,25,729,625,19683,15625
1/17/22,7,1262.2,1374.78,27,25,729,625,19683,15625
1/17/22,8,1368.1,1449.31,30,28,900,784,27000,21952
1/17/22,9,1449.3,1521.41,32,31,1024,961,32768,29791
1/17/22,10,1480.2,1575.33,34,34,1156,1156,39304,39304
1/17/22,11,1531.6,1612.64,36,36,1296,1296,46656,46656
1/17/22,12,1500.1,1623.15,43,42,1849,1764,79507,74088
1/17/22,13,1483,1586.34,45,43,2025,1849,91125,79507
1/17/22,14,1490.7,1528.41,43,39,1849,1521,79507,59319
1/17/22,15,1483.7,1498.93,43,34,1849,1156,79507,39304
1/17/22,16,1495.8,1506.46,42,31,1764,961,74088,29791
1/17/22,17,1587.4,1583.62,39,30,1521,900,59319,27000
1/17/22,18,1644.5,1667.51,38,30,1444,900,54872,27000
1/17/22,19,1591.7,1625.58,37,30,1369,900,50653,27000
1/17/22,20,1508.8,1549.64,37,31,1369,961,50653,29791
1/17/22,21,1423.8,1469.9,36,30,1296,900,46656,27000
1/17/22,22,1343.6,1357.68,36,30,1296,900,46656,27000
1/17/22,23,1229.1,1248.46,36,30,1296,900,46656,27000
1/17/22,24,1145,1173.42,35,26,1225,676,42875,17576
1/18/22,1,1088.1,1127.44,32,24,1024,576,32768,13824
1/18/22,2,1063.7,1108.25,31,22,961,484,29791,10648
1/18/22,3,1056.4,1111.11,30,19,900,361,27000,6859
1/18/22,4,1055.5,1135.27,29,18,841,324,24389,5832
1/18/22,5,1097.5,1190.71,28,17,784,289,21952,4913
1/18/22,6,1197.3,1287.84,26,13,676,169,17576,2197
1/18/22,7,1352.4,1453.41,24,12,576,144,13824,1728
1/18/22,8,1461.2,1556.15,23,11,529,121,12167,1331
1/18/22,9,1495.7,1586.25,22,10,484,100,10648,1000
1/18/22,10,1490.9,1592,22,9,484,81,10648,729
1/18/22,11,1500.1,1581.3,22,9,484,81,10648,729
1/18/22,12,1507.2,1575.63,23,7,529,49,12167,343
1/18/22,13,1488.4,1578.15,23,7,529,49,12167,343
1/18/22,14,1502.7,1579.64,22,6,484,36,10648,216
1/18/22,15,1518.9,1572.57,24,7,576,49,13824,343
1/18/22,16,1535.8,1604.56,23,6,529,36,12167,216
1/18/22,17,1646,1694.2,22,4,484,16,10648,64
1/18/22,18,1683.2,1813.31,20,2,400,4,8000,8
1/18/22,19,1709.5,1803.68,18,2,324,4,5832,8
1/18/22,20,1668.1,1746.96,16,-1,256,1,4096,-1
1/18/22,21,1596.1,1674.31,15,-4,225,16,3375,-64
1/18/22,22,1496.5,1568.6,13,-3,169,9,2197,-27
1/18/22,23,1370.9,1456.41,11,-3,121,9,1331,-27
1/18/22,24,1281.6,1375.91,10,-4,100,16,1000,-64
