Date,Hr_End,RT_Demand,Dry_Bulb,Dew_Point,Dry_BulbSQ,Dew_PointSQ,Dry_BulbCube,Dew_PointCube
3/4/20,4,922.37,45,37,2025,1369,91125,50653
3/4/20,5,969.19,43,32,1849,1024,79507,32768
3/4/20,6,1087.56,43,30,1849,900,79507,27000
3/4/20,7,1251.48,41,26,1681,676,68921,17576
3/4/20,8,1318.38,41,25,1681,625,68921,15625
3/4/20,9,1316.31,43,25,1849,625,79507,15625
3/4/20,10,1311.49,44,23,1936,529,85184,12167
3/4/20,11,1323.84,45,23,2025,529,91125,12167
3/4/20,12,1322.49,46,23,2116,529,97336,12167
3/4/20,13,1307.41,47,26,2209,676,103823,17576
3/4/20,14,1298.79,46,29,2116,841,97336,24389
3/4/20,15,1293.54,45,29,2025,841,91125,24389
3/4/20,16,1305.72,43,29,1849,841,79507,24389
3/4/20,17,1348.87,45,24,2025,576,91125,13824
3/4/20,18,1432.86,42,26,1764,676,74088,17576
3/4/20,19,1489.38,41,21,1681,441,68921,9261
3/4/20,20,1452.24,42,21,1764,441,74088,9261
3/4/20,21,1378.73,41,22,1681,484,68921,10648
3/4/20,22,1273.82,41,23,1681,529,68921,12167
3/4/20,23,1156.55,40,22,1600,484,64000,10648
3/4/20,24,1066.6,40,22,1600,484,64000,10648
3/5/20,1,1012.93,39,23,1521,529,59319,12167
3/5/20,2,986.63,37,24,1369,576,50653,13824
3/5/20,3,978.46,36,23,1296,529,46656,12167
3/5/20,4,985.32,36,24,1296,576,46656,13824
3/5/20,5,1035.31,36,24,1296,576,46656,13824
3/5/20,6,1148.56,35,24,1225,576,42875,13824
3/5/20,7,1306.51,35,23,1225,529,42875,12167
3/5/20,8,1360.22,35,23,1225,529,42875,12167
3/5/20,9,1345.82,38,23,1444,529,54872,12167
3/5/20,10,1327.09,40,22,1600,484,64000,10648
3/5/20,11,1312.69,42,21,1764,441,74088,9261
3/5/20,12,1292.28,45,19,2025,361,91125,6859
3/5/20,13,1269.6,46,19,2116,361,97336,6859
3/5/20,14,1262.88,49,19,2401,361,117649,6859
3/5/20,15,1249.04,48,18,2304,324,110592,5832
3/5/20,16,1256.06,49,17,2401,289,117649,4913
3/5/20,17,1297.77,48,17,2304,289,110592,4913
3/5/20,18,1385.13,47,16,2209,256,103823,4096
3/5/20,19,1459,43,17,1849,289,79507,4913
3/5/20,20,1435.21,34,18,1156,324,39304,5832
3/5/20,21,1378.08,31,18,961,324,29791,5832
3/5/20,22,1282.15,28,19,784,361,21952,6859
3/5/20,23,1170.32,27,18,729,324,19683,5832
3/5/20,24,1085.92,26,19,676,361,17576,6859
3/6/20,1,1033.95,26,19,676,361,17576,6859
3/6/20,2,1009.64,25,18,625,324,15625,5832
3/6/20,3,999.95,24,18,576,324,13824,5832
3/6/20,4,1009.66,22,18,484,324,10648,5832
3/6/20,5,1056.15,24,19,576,361,13824,6859
3/6/20,6,1167.69,23,20,529,400,12167,8000
3/6/20,7,1321.65,21,17,441,289,9261,4913
3/6/20,8,1374.39,22,18,484,324,10648,5832
3/6/20,9,1356.76,30,23,900,529,27000,12167
3/6/20,10,1336.67,36,26,1296,676,46656,17576
3/6/20,11,1322.23,42,29,1764,841,74088,24389
3/6/20,12,1318.77,43,28,1849,784,79507,21952
3/6/20,13,1315.28,46,25,2116,625,97336,15625
3/6/20,14,1322.44,44,28,1936,784,85184,21952
3/6/20,15,1331.03,44,29,1936,841,85184,24389
3/6/20,16,1344.94,41,30,1681,900,68921,27000
3/6/20,17,1380.2,40,29,1600,841,64000,24389
3/6/20,18,1439.36,38,28,1444,784,54872,21952
3/6/20,19,1457.52,36,27,1296,729,46656,19683
3/6/20,20,1413.46,35,26,1225,676,42875,17576
3/6/20,21,1353.04,35,25,1225,625,42875,15625
3/6/20,22,1273.57,34,25,1156,625,39304,15625
3/6/20,23,1178.19,34,23,1156,529,39304,12167
3/6/20,24,1091.97,34,20,1156,400,39304,8000
3/7/20,1,1031.95,34,16,1156,256,39304,4096
3/7/20,2,999.93,33,16,1089,256,35937,4096
3/7/20,3,989.32,32,16,1024,256,32768,4096
3/7/20,4,991.55,32,13,1024,169,32768,2197
3/7/20,5,1017.36,30,11,900,121,27000,1331
3/7/20,6,1070.34,29,3,841,9,24389,27
3/7/20,7,1149.51,29,-3,841,9,24389,-27
3/7/20,8,1228.46,28,6,784,36,21952,216
3/7/20,9,1272.85,28,2,784,4,21952,8
3/7/20,10,1289.98,31,2,961,4,29791,8
3/7/20,11,1285.46,33,3,1089,9,35937,27
3/7/20,12,1264,35,3,1225,9,42875,27
3/7/20,13,1233.74,38,4,1444,16,54872,64
3/7/20,14,1207.28,39,4,1521,16,59319,64
3/7/20,15,1192.76,41,4,1681,16,68921,64
3/7/20,16,1203.43,41,3,1681,9,68921,27
3/7/20,17,1252.33,40,2,1600,4,64000,8
3/7/20,18,1338.26,39,2,1521,4,59319,8
3/7/20,19,1398.82,36,4,1296,16,46656,64
3/7/20,20,1365.9,34,4,1156,16,39304,64
3/7/20,21,1315.36,33,3,1089,9,35937,27
3/7/20,22,1241.77,31,3,961,9,29791,27
3/7/20,23,1160.77,30,-1,900,1,27000,-1
3/7/20,24,1086.61,29,-2,841,4,24389,-8
3/8/20,1,1036.16,29,-2,841,4,24389,-8
3/8/20,2,1023.09,24,3,576,9,13824,27
3/8/20,3,1010.01,25,3,625,9,15625,27
3/8/20,4,999.19,26,2,676,4,17576,8
3/8/20,5,1007.08,23,9,529,81,12167,729
3/8/20,6,1029.9,23,7,529,49,12167,343
3/8/20,7,1078.67,20,11,400,121,8000,1331
3/8/20,8,1140.28,20,8,400,64,8000,512
3/8/20,9,1198.78,22,9,484,81,10648,729
3/8/20,10,1225.9,33,7,1089,49,35937,343
3/8/20,11,1236.61,38,4,1444,16,54872,64
3/8/20,12,1224.62,42,8,1764,64,74088,512
3/8/20,13,1198.11,45,10,2025,100,91125,1000
3/8/20,14,1168.3,48,12,2304,144,110592,1728
3/8/20,15,1140.39,50,12,2500,144,125000,1728
3/8/20,16,1136.34,51,11,2601,121,132651,1331
3/8/20,17,1167.39,52,12,2704,144,140608,1728
3/8/20,18,1234.68,52,14,2704,196,140608,2744
3/8/20,19,1300.74,51,16,2601,256,132651,4096
3/8/20,20,1348.77,47,17,2209,289,103823,4913
3/8/20,21,1300.56,41,17,1681,289,68921,4913
3/8/20,22,1214.16,35,18,1225,324,42875,5832
3/8/20,23,1122.24,33,19,1089,361,35937,6859
3/8/20,24,1037,31,20,961,400,29791,8000
3/9/20,1,985.69,30,20,900,400,27000,8000
3/9/20,2,956.68,29,21,841,441,24389,9261
3/9/20,3,943.79,32,22,1024,484,32768,10648
3/9/20,4,948.39,32,22,1024,484,32768,10648
3/9/20,5,985.57,32,23,1024,529,32768,12167
3/9/20,6,1091.51,30,22,900,484,27000,10648
3/9/20,7,1268.67,30,21,900,441,27000,9261
3/9/20,8,1360.98,28,21,784,441,21952,9261
3/9/20,9,1364.49,29,23,841,529,24389,12167
3/9/20,10,1348.82,36,25,1296,625,46656,15625
3/9/20,11,1323.5,48,24,2304,576,110592,13824
3/9/20,12,1311.95,55,24,3025,576,166375,13824
3/9/20,13,1283.59,59,20,3481,400,205379,8000
3/9/20,14,1254.89,64,21,4096,441,262144,9261
3/9/20,15,1235.05,67,21,4489,441,300763,9261
3/9/20,16,1227.72,69,22,4761,484,328509,10648
3/9/20,17,1238.3,70,21,4900,441,343000,9261
3/9/20,18,1282.24,70,22,4900,484,343000,10648
3/9/20,19,1330.37,69,21,4761,441,328509,9261
3/9/20,20,1374.06,65,21,4225,441,274625,9261
3/9/20,21,1308.12,55,23,3025,529,166375,12167
3/9/20,22,1201.48,48,26,2304,676,110592,17576
3/9/20,23,1086.46,45,26,2025,676,91125,17576
3/9/20,24,991.81,44,28,1936,784,85184,21952
3/10/20,1,930.19,45,28,2025,784,91125,21952
3/10/20,2,899.02,42,29,1764,841,74088,24389
3/10/20,3,887.19,42,28,1764,784,74088,21952
3/10/20,4,891.96,42,28,1764,784,74088,21952
3/10/20,5,932.89,42,28,1764,784,74088,21952
3/10/20,6,1033.46,42,29,1764,841,74088,24389
3/10/20,7,1198.91,38,28,1444,784,54872,21952
3/10/20,8,1292.81,41,32,1681,1024,68921,32768
3/10/20,9,1310.99,39,33,1521,1089,59319,35937
3/10/20,10,1307.6,41,34,1681,1156,68921,39304
3/10/20,11,1305.58,44,34,1936,1156,85184,39304
3/10/20,12,1300.5,47,35,2209,1225,103823,42875
3/10/20,13,1277.74,51,36,2601,1296,132651,46656
3/10/20,14,1275.46,60,39,3600,1521,216000,59319
3/10/20,15,1282.34,58,34,3364,1156,195112,39304
3/10/20,16,1294.25,61,35,3721,1225,226981,42875
3/10/20,17,1303.87,62,40,3844,1600,238328,64000
3/10/20,18,1342.09,61,41,3721,1681,226981,68921
3/10/20,19,1385.75,60,42,3600,1764,216000,74088
3/10/20,20,1393.72,57,45,3249,2025,185193,91125
3/10/20,21,1326.71,58,44,3364,1936,195112,85184
3/10/20,22,1216.38,58,44,3364,1936,195112,85184
3/10/20,23,1099.28,58,45,3364,2025,195112,91125
3/10/20,24,1001.33,57,46,3249,2116,185193,97336
3/11/20,1,936.61,56,46,3136,2116,175616,97336
3/11/20,2,905.08,52,44,2704,1936,140608,85184
3/11/20,3,893.31,50,41,2500,1681,125000,68921
3/11/20,4,900.34,46,36,2116,1296,97336,46656
3/11/20,5,942.85,43,32,1849,1024,79507,32768
3/11/20,6,1049.77,40,30,1600,900,64000,27000
3/11/20,7,1226.09,38,27,1444,729,54872,19683
3/11/20,8,1308.99,36,25,1296,625,46656,15625
3/11/20,9,1314.07,36,23,1296,529,46656,12167
3/11/20,10,1295.86,38,22,1444,484,54872,10648
3/11/20,11,1286.35,40,21,1600,441,64000,9261
3/11/20,12,1275.07,41,19,1681,361,68921,6859
3/11/20,13,1254.35,42,18,1764,324,74088,5832
3/11/20,14,1255.05,45,17,2025,289,91125,4913
3/11/20,15,1240.06,44,17,1936,289,85184,4913
3/11/20,16,1257.73,44,14,1936,196,85184,2744
3/11/20,17,1278.03,45,14,2025,196,91125,2744
3/11/20,18,1327.11,44,14,1936,196,85184,2744
3/11/20,19,1379.07,43,14,1849,196,79507,2744
3/11/20,20,1415.42,39,13,1521,169,59319,2197
3/11/20,21,1362.73,38,13,1444,169,54872,2197
3/11/20,22,1262.71,37,12,1369,144,50653,1728
3/11/20,23,1143.6,37,11,1369,121,50653,1331
3/11/20,24,1053.27,34,12,1156,144,39304,1728
3/12/20,1,999.47,32,14,1024,196,32768,2744
3/12/20,2,973.08,28,14,784,196,21952,2744
3/12/20,3,964.27,27,15,729,225,19683,3375
3/12/20,4,975.07,24,15,576,225,13824,3375
3/12/20,5,1017.43,26,17,676,289,17576,4913
3/12/20,6,1124.24,28,18,784,324,21952,5832
3/12/20,7,1293.84,29,19,841,361,24389,6859
3/12/20,8,1378.72,29,19,841,361,24389,6859
3/12/20,9,1395.36,30,21,900,441,27000,9261
3/12/20,10,1397.41,32,18,1024,324,32768,5832
3/12/20,11,1394.38,35,18,1225,324,42875,5832
3/12/20,12,1386.63,37,19,1369,361,50653,6859
3/12/20,13,1372.25,38,22,1444,484,54872,10648
3/12/20,14,1359.94,38,23,1444,529,54872,12167
3/12/20,15,1334.89,40,24,1600,576,64000,13824
3/12/20,16,1318.6,42,27,1764,729,74088,19683
3/12/20,17,1325,44,28,1936,784,85184,21952
3/12/20,18,1366.03,44,28,1936,784,85184,21952
3/12/20,19,1409.07,42,29,1764,841,74088,24389
3/12/20,20,1439.07,40,29,1600,841,64000,24389
3/12/20,21,1385.42,38,29,1444,841,54872,24389
3/12/20,22,1286.14,38,30,1444,900,54872,27000
3/12/20,23,1164.42,38,31,1444,961,54872,29791
3/12/20,24,1063.55,38,32,1444,1024,54872,32768
3/13/20,1,1000.5,39,34,1521,1156,59319,39304
3/13/20,2,964.9,39,33,1521,1089,59319,35937
3/13/20,3,950.74,39,33,1521,1089,59319,35937
3/13/20,4,955.95,38,35,1444,1225,54872,42875
3/13/20,5,995.13,38,35,1444,1225,54872,42875
3/13/20,6,1094.6,38,35,1444,1225,54872,42875
3/13/20,7,1253.35,38,35,1444,1225,54872,42875
3/13/20,8,1355.83,38,35,1444,1225,54872,42875
3/13/20,9,1395.28,38,35,1444,1225,54872,42875
3/13/20,10,1421.97,39,36,1521,1296,59319,46656
3/13/20,11,1436.74,39,37,1521,1369,59319,50653
3/13/20,12,1438.73,41,39,1681,1521,68921,59319
3/13/20,13,1425.43,43,41,1849,1681,79507,68921
3/13/20,14,1408.9,45,43,2025,1849,91125,79507
3/13/20,15,1384.47,47,45,2209,2025,103823,91125
3/13/20,16,1328.9,47,45,2209,2025,103823,91125
3/13/20,17,1315.93,48,45,2304,2025,110592,91125
3/13/20,18,1324.02,50,43,2500,1849,125000,79507
3/13/20,19,1344.15,52,32,2704,1024,140608,32768
3/13/20,20,1380.84,48,26,2304,676,110592,17576
3/13/20,21,1335.3,47,23,2209,529,103823,12167
3/13/20,22,1259.14,45,23,2025,529,91125,12167
3/13/20,23,1161.73,44,20,1936,400,85184,8000
3/13/20,24,1068.4,41,20,1681,400,68921,8000
3/14/20,1,1003.8,41,19,1681,361,68921,6859
3/14/20,2,965.99,39,19,1521,361,59319,6859
3/14/20,3,947.34,39,19,1521,361,59319,6859
3/14/20,4,943.1,37,19,1369,361,50653,6859
3/14/20,5,959.94,36,19,1296,361,46656,6859
3/14/20,6,1004.66,36,18,1296,324,46656,5832
3/14/20,7,1076.5,30,19,900,361,27000,6859
3/14/20,8,1147.41,37,19,1369,361,50653,6859
3/14/20,9,1214.56,38,19,1444,361,54872,6859
3/14/20,10,1249.19,40,20,1600,400,64000,8000
3/14/20,11,1248.4,42,20,1764,400,74088,8000
3/14/20,12,1227.02,43,20,1849,400,79507,8000
3/14/20,13,1205.08,47,21,2209,441,103823,9261
3/14/20,14,1175.05,49,21,2401,441,117649,9261
3/14/20,15,1159.79,50,20,2500,400,125000,8000
3/14/20,16,1155.65,50,20,2500,400,125000,8000
3/14/20,17,1183.33,51,19,2601,361,132651,6859
3/14/20,18,1238.64,49,19,2401,361,117649,6859
3/14/20,19,1286.5,47,19,2209,361,103823,6859
3/14/20,20,1313.79,45,18,2025,324,91125,5832
3/14/20,21,1266.43,44,18,1936,324,85184,5832
3/14/20,22,1192.24,43,19,1849,361,79507,6859
3/14/20,23,1102.54,42,16,1764,256,74088,4096
3/14/20,24,1022.95,40,14,1600,196,64000,2744
3/15/20,1,965.69,39,14,1521,196,59319,2744
3/15/20,2,930.76,38,14,1444,196,54872,2744
3/15/20,3,918.52,38,13,1444,169,54872,2197
3/15/20,4,908.95,37,9,1369,81,50653,729
3/15/20,5,920.19,36,11,1296,121,46656,1331
3/15/20,6,957.28,34,7,1156,49,39304,343
3/15/20,7,1016.45,33,9,1089,81,35937,729
3/15/20,8,1081.31,32,10,1024,100,32768,1000
3/15/20,9,1157.06,33,10,1089,100,35937,1000
3/15/20,10,1206.45,34,9,1156,81,39304,729
3/15/20,11,1225.61,35,9,1225,81,42875,729
3/15/20,12,1218.82,36,9,1296,81,46656,729
3/15/20,13,1198.83,38,10,1444,100,54872,1000
3/15/20,14,1167.53,38,8,1444,64,54872,512
3/15/20,15,1146.03,41,6,1681,36,68921,216
3/15/20,16,1148.5,42,6,1764,36,74088,216
3/15/20,17,1186.42,42,6,1764,36,74088,216
3/15/20,18,1256.51,41,6,1681,36,68921,216
3/15/20,19,1311.7,39,6,1521,36,59319,216
3/15/20,20,1360.42,35,6,1225,36,42875,216
3/15/20,21,1311.96,32,5,1024,25,32768,125
3/15/20,22,1230.54,30,1,900,1,27000,1
3/15/20,23,1142.16,28,-1,784,1,21952,-1
3/15/20,24,1066.42,27,4,729,16,19683,64
3/16/20,1,1023.93,25,4,625,16,15625,64
3/16/20,2,1002.62,24,3,576,9,13824,27
3/16/20,3,1001.38,21,3,441,9,9261,27
3/16/20,4,1018.03,20,4,400,16,8000,64
3/16/20,5,1059.49,18,7,324,49,5832,343
3/16/20,6,1164.77,14,4,196,16,2744,64
3/16/20,7,1318.15,15,8,225,64,3375,512
3/16/20,8,1417.81,14,7,196,49,2744,343
3/16/20,9,1440.6,17,10,289,100,4913,1000
3/16/20,10,1423.45,23,8,529,64,12167,512
3/16/20,11,1417.52,26,4,676,16,17576,64
3/16/20,12,1400.74,29,2,841,4,24389,8
3/16/20,13,1374.57,32,2,1024,4,32768,8
3/16/20,14,1351.95,34,0,1156,0,39304,0
3/16/20,15,1318.12,36,-3,1296,9,46656,-27
3/16/20,16,1306.39,38,-2,1444,4,54872,-8
3/16/20,17,1321.34,39,0,1521,0,59319,0
3/16/20,18,1382.97,38,6,1444,36,54872,216
3/16/20,19,1440.54,36,10,1296,100,46656,1000
3/16/20,20,1470.54,30,12,900,144,27000,1728
3/16/20,21,1413.25,29,12,841,144,24389,1728
3/16/20,22,1315.59,28,14,784,196,21952,2744
3/16/20,23,1206.12,28,15,784,225,21952,3375
3/16/20,24,1113.67,27,16,729,256,19683,4096
3/17/20,1,1054.64,27,17,729,289,19683,4913
3/17/20,2,1026.54,26,18,676,324,17576,5832
3/17/20,3,1013.7,27,19,729,361,19683,6859
3/17/20,4,1015.98,27,19,729,361,19683,6859
3/17/20,5,1048.59,27,19,729,361,19683,6859
3/17/20,6,1135.24,28,20,784,400,21952,8000
3/17/20,7,1266.43,29,21,841,441,24389,9261
3/17/20,8,1368.25,29,22,841,484,24389,10648
3/17/20,9,1434.82,30,23,900,529,27000,12167
3/17/20,10,1465.57,30,25,900,625,27000,15625
3/17/20,11,1489.39,32,27,1024,729,32768,19683
3/17/20,12,1509.02,33,30,1089,900,35937,27000
3/17/20,13,1509.57,34,30,1156,900,39304,27000
3/17/20,14,1502.71,35,31,1225,961,42875,29791
3/17/20,15,1469.78,36,31,1296,961,46656,29791
3/17/20,16,1422.01,37,34,1369,1156,50653,39304
3/17/20,17,1417.64,39,33,1521,1089,59319,35937
3/17/20,18,1428.58,41,34,1681,1156,68921,39304
3/17/20,19,1442.9,41,34,1681,1156,68921,39304
3/17/20,20,1445.46,40,34,1600,1156,64000,39304
3/17/20,21,1382.55,35,33,1225,1089,42875,35937
3/17/20,22,1288.29,37,34,1369,1156,50653,39304
3/17/20,23,1178.35,39,31,1521,961,59319,29791
3/17/20,24,1094.18,39,28,1521,784,59319,21952
3/18/20,1,1036.68,38,27,1444,729,54872,19683
3/18/20,2,1005.96,39,24,1521,576,59319,13824
3/18/20,3,993.46,38,23,1444,529,54872,12167
3/18/20,4,1000.21,39,21,1521,441,59319,9261
3/18/20,5,1039.07,38,19,1444,361,54872,6859
3/18/20,6,1126.42,35,19,1225,361,42875,6859
3/18/20,7,1256.69,34,19,1156,361,39304,6859
3/18/20,8,1344.86,33,17,1089,289,35937,4913
3/18/20,9,1370.32,36,18,1296,324,46656,5832
3/18/20,10,1354.29,39,18,1521,324,59319,5832
3/18/20,11,1335.68,41,18,1681,324,68921,5832
3/18/20,12,1318.88,43,18,1849,324,79507,5832
3/18/20,13,1299.74,44,16,1936,256,85184,4096
3/18/20,14,1276.25,47,15,2209,225,103823,3375
3/18/20,15,1241.64,48,12,2304,144,110592,1728
3/18/20,16,1222.96,50,11,2500,121,125000,1331
3/18/20,17,1245.09,52,11,2704,121,140608,1331
3/18/20,18,1309.2,53,11,2809,121,148877,1331
3/18/20,19,1357.09,51,12,2601,144,132651,1728
3/18/20,20,1387.4,49,14,2401,196,117649,2744
3/18/20,21,1324.14,44,18,1936,324,85184,5832
3/18/20,22,1225.37,43,24,1849,576,79507,13824
3/18/20,23,1118.64,42,24,1764,576,74088,13824
3/18/20,24,1033,41,25,1681,625,68921,15625
3/19/20,1,976.95,39,25,1521,625,59319,15625
3/19/20,2,947.93,40,25,1600,625,64000,15625
3/19/20,3,933.47,40,25,1600,625,64000,15625
3/19/20,4,938.06,40,24,1600,576,64000,13824
3/19/20,5,970.82,40,24,1600,576,64000,13824
3/19/20,6,1057.23,40,25,1600,625,64000,15625
3/19/20,7,1189.68,37,31,1369,961,50653,29791
3/19/20,8,1305.05,34,30,1156,900,39304,27000
3/19/20,9,1377.66,32,31,1024,961,32768,29791
3/19/20,10,1411.42,33,31,1089,961,35937,29791
3/19/20,11,1427,33,32,1089,1024,35937,32768
3/19/20,12,1444.34,35,32,1225,1024,42875,32768
3/19/20,13,1434.74,36,34,1296,1156,46656,39304
3/19/20,14,1431.38,39,36,1521,1296,59319,46656
3/19/20,15,1413.71,40,37,1600,1369,64000,50653
3/19/20,16,1388.74,41,38,1681,1444,68921,54872
3/19/20,17,1390.59,41,38,1681,1444,68921,54872
3/19/20,18,1430.66,41,38,1681,1444,68921,54872
3/19/20,19,1438.88,40,37,1600,1369,64000,50653
3/19/20,20,1426.7,40,37,1600,1369,64000,50653
3/19/20,21,1350.46,39,36,1521,1296,59319,46656
3/19/20,22,1252.6,38,35,1444,1225,54872,42875
3/19/20,23,1145.72,38,35,1444,1225,54872,42875
3/19/20,24,1054.18,38,35,1444,1225,54872,42875
3/20/20,1,995.52,38,35,1444,1225,54872,42875
3/20/20,2,960.16,37,35,1369,1225,50653,42875
3/20/20,3,944.55,37,35,1369,1225,50653,42875
3/20/20,4,944.23,37,35,1369,1225,50653,42875
3/20/20,5,974.54,37,35,1369,1225,50653,42875
3/20/20,6,1056.14,36,35,1296,1225,46656,42875
3/20/20,7,1173.39,37,35,1369,1225,50653,42875
3/20/20,8,1267.19,37,35,1369,1225,50653,42875
3/20/20,9,1339.22,37,36,1369,1296,50653,46656
3/20/20,10,1374.7,38,36,1444,1296,54872,46656
3/20/20,11,1389.24,39,37,1521,1369,59319,50653
3/20/20,12,1393.4,42,40,1764,1600,74088,64000
3/20/20,13,1382.3,44,41,1936,1681,85184,68921
3/20/20,14,1360.01,46,43,2116,1849,97336,79507
3/20/20,15,1320.98,49,45,2401,2025,117649,91125
3/20/20,16,1279.97,51,47,2601,2209,132651,103823
3/20/20,17,1274.1,57,51,3249,2601,185193,132651
3/20/20,18,1291.88,65,53,4225,2809,274625,148877
3/20/20,19,1299.32,66,53,4356,2809,287496,148877
3/20/20,20,1325.7,61,53,3721,2809,226981,148877
3/20/20,21,1266.31,59,53,3481,2809,205379,148877
3/20/20,22,1172.78,61,52,3721,2704,226981,140608
3/20/20,23,1073.28,62,41,3844,1681,238328,68921
3/20/20,24,984.09,58,38,3364,1444,195112,54872
3/21/20,1,919.85,54,34,2916,1156,157464,39304
3/21/20,2,885.84,51,33,2601,1089,132651,35937
3/21/20,3,869.17,49,30,2401,900,117649,27000
3/21/20,4,868.25,47,29,2209,841,103823,24389
3/21/20,5,887.05,42,29,1764,841,74088,24389
3/21/20,6,931.58,39,24,1521,576,59319,13824
3/21/20,7,1000.15,35,20,1225,400,42875,8000
3/21/20,8,1069.04,33,19,1089,361,35937,6859
3/21/20,9,1138.35,33,19,1089,361,35937,6859
3/21/20,10,1175.76,34,18,1156,324,39304,5832
3/21/20,11,1183.77,36,14,1296,196,46656,2744
3/21/20,12,1177.82,37,12,1369,144,50653,1728
3/21/20,13,1166.17,39,9,1521,81,59319,729
3/21/20,14,1135.78,41,7,1681,49,68921,343
3/21/20,15,1111.17,42,6,1764,36,74088,216
3/21/20,16,1104.56,43,7,1849,49,79507,343
3/21/20,17,1139.83,43,6,1849,36,79507,216
3/21/20,18,1217.09,42,5,1764,25,74088,125
3/21/20,19,1269.52,40,3,1600,9,64000,27
3/21/20,20,1308.97,37,2,1369,4,50653,8
3/21/20,21,1263.53,34,4,1156,16,39304,64
3/21/20,22,1189.74,31,4,961,16,29791,64
3/21/20,23,1114.67,29,2,841,4,24389,8
3/21/20,24,1044.88,28,1,784,1,21952,1
3/22/20,1,994.51,27,0,729,0,19683,0
3/22/20,2,968.28,26,2,676,4,17576,8
3/22/20,3,958.1,24,5,576,25,13824,125
3/22/20,4,959.19,24,7,576,49,13824,343
3/22/20,5,973.82,22,7,484,49,10648,343
3/22/20,6,1006.29,21,6,441,36,9261,216
3/22/20,7,1057.21,19,6,361,36,6859,216
3/22/20,8,1112.89,17,10,289,100,4913,1000
3/22/20,9,1169.87,22,7,484,49,10648,343
3/22/20,10,1207.42,25,5,625,25,15625,125
3/22/20,11,1222.2,28,5,784,25,21952,125
3/22/20,12,1222.9,29,3,841,9,24389,27
3/22/20,13,1212.36,32,2,1024,4,32768,8
3/22/20,14,1179.63,34,-1,1156,1,39304,-1
3/22/20,15,1145.32,36,-6,1296,36,46656,-216
3/22/20,16,1139.32,38,3,1444,9,54872,27
3/22/20,17,1177.59,40,-6,1600,36,64000,-216
3/22/20,18,1254.56,39,-6,1521,36,59319,-216
3/22/20,19,1297.99,39,-7,1521,49,59319,-343
3/22/20,20,1340.38,37,-7,1369,49,50653,-343
3/22/20,21,1293.68,32,10,1024,100,32768,1000
3/22/20,22,1208.84,29,12,841,144,24389,1728
3/22/20,23,1121.71,27,12,729,144,19683,1728
3/22/20,24,1051.1,27,12,729,144,19683,1728
3/23/20,1,1008.1,26,13,676,169,17576,2197
3/23/20,2,986.43,25,13,625,169,15625,2197
3/23/20,3,982.55,22,13,484,169,10648,2197
3/23/20,4,992.6,22,14,484,196,10648,2744
3/23/20,5,1029.34,23,15,529,225,12167,3375
3/23/20,6,1115.28,24,15,576,225,13824,3375
3/23/20,7,1239.67,23,16,529,256,12167,4096
3/23/20,8,1347.13,24,16,576,256,13824,4096
3/23/20,9,1410.1,27,17,729,289,19683,4913
3/23/20,10,1435.11,29,16,841,256,24389,4096
3/23/20,11,1458.13,32,18,1024,324,32768,5832
3/23/20,12,1471.82,34,20,1156,400,39304,8000
3/23/20,13,1457.36,35,21,1225,441,42875,9261
3/23/20,14,1444.28,36,21,1296,441,46656,9261
3/23/20,15,1441.37,38,21,1444,441,54872,9261
3/23/20,16,1432.1,36,22,1296,484,46656,10648
3/23/20,17,1466.49,34,26,1156,676,39304,17576
3/23/20,18,1520.86,32,28,1024,784,32768,21952
3/23/20,19,1509.63,32,29,1024,841,32768,24389
3/23/20,20,1475.67,32,29,1024,841,32768,24389
3/23/20,21,1397.38,32,30,1024,900,32768,27000
3/23/20,22,1294.45,32,30,1024,900,32768,27000
3/23/20,23,1191.27,32,30,1024,900,32768,27000
3/23/20,24,1099.25,32,30,1024,900,32768,27000
3/24/20,1,1027.31,32,29,1024,841,32768,24389
3/24/20,2,988.6,32,29,1024,841,32768,24389
3/24/20,3,977.25,32,30,1024,900,32768,27000
3/24/20,4,983.19,33,30,1089,900,35937,27000
3/24/20,5,1012.45,32,29,1024,841,32768,24389
3/24/20,6,1079.7,33,30,1089,900,35937,27000
3/24/20,7,1186.29,33,30,1089,900,35937,27000
3/24/20,8,1277.99,32,30,1024,900,32768,27000
3/24/20,9,1330.21,33,30,1089,900,35937,27000
3/24/20,10,1324.84,35,30,1225,900,42875,27000
3/24/20,11,1322.44,37,31,1369,961,50653,29791
3/24/20,12,1321.55,40,32,1600,1024,64000,32768
3/24/20,13,1322.39,42,31,1764,961,74088,29791
3/24/20,14,1308.66,43,30,1849,900,79507,27000
3/24/20,15,1285.13,42,29,1764,841,74088,24389
3/24/20,16,1267.57,43,29,1849,841,79507,24389
3/24/20,17,1286.69,43,29,1849,841,79507,24389
3/24/20,18,1343.32,42,28,1764,784,74088,21952
3/24/20,19,1366.81,42,28,1764,784,74088,21952
3/24/20,20,1386.61,40,27,1600,729,64000,19683
3/24/20,21,1332.17,38,25,1444,625,54872,15625
3/24/20,22,1239.93,35,25,1225,625,42875,15625
3/24/20,23,1145.38,32,24,1024,576,32768,13824
3/24/20,24,1066.23,30,24,900,576,27000,13824
3/25/20,1,1017.15,29,24,841,576,24389,13824
3/25/20,2,986.48,26,23,676,529,17576,12167
