Date,Hr_End,DA_Demand,RT_Demand,Dry_Bulb,Dew_Point
6-Jan-22,11,"1,310.80","1,458.79",35,20
6-Jan-22,12,"1,291.50","1,455.24",35,19
6-Jan-22,13,"1,293.30","1,447.42",36,18
6-Jan-22,14,"1,308.70","1,454.19",35,17
6-Jan-22,15,"1,337.60","1,451.95",34,17
6-Jan-22,16,"1,402.70","1,479.65",34,16
6-Jan-22,17,"1,501.30","1,577.31",33,16
6-Jan-22,18,"1,583.20","1,671.36",30,16
6-Jan-22,19,"1,570.30","1,659.12",31,17
6-Jan-22,20,"1,536.90","1,604.02",28,17
6-Jan-22,21,"1,464.90","1,535.66",29,16
6-Jan-22,22,"1,386.10","1,437.72",27,19
6-Jan-22,23,"1,251.80","1,325.78",27,19
6-Jan-22,24,"1,137.10","1,237.99",26,20
7-Jan-22,1,"1,079.30","1,174.29",26,21
7-Jan-22,2,"1,068.30","1,134.53",27,22
7-Jan-22,3,"1,066.80","1,106.30",26,21
7-Jan-22,4,"1,088.40","1,108.28",26,21
7-Jan-22,5,"1,092.50","1,152.18",27,22
7-Jan-22,6,"1,200.40","1,235.56",27,23
7-Jan-22,7,"1,292.50","1,349.71",26,24
7-Jan-22,8,"1,446.90","1,453.99",26,24
7-Jan-22,9,"1,463.80","1,520.42",26,24
7-Jan-22,10,"1,485.40","1,568.95",26,24
7-Jan-22,11,"1,472.80","1,606.51",27,24
7-Jan-22,12,"1,476.90","1,623.33",27,24
7-Jan-22,13,"1,452.00","1,618.71",27,24
7-Jan-22,14,"1,418.30","1,595.86",28,25
7-Jan-22,15,"1,421.80","1,571.29",28,25
7-Jan-22,16,"1,405.10","1,557.99",29,22
7-Jan-22,17,"1,500.60","1,611.85",29,21
7-Jan-22,18,"1,562.20","1,694.11",28,20
7-Jan-22,19,"1,463.70","1,667.69",27,18
7-Jan-22,20,"1,400.50","1,607.36",26,17
7-Jan-22,21,"1,440.50","1,542.10",25,15
7-Jan-22,22,"1,375.50","1,459.01",24,15
7-Jan-22,23,"1,268.90","1,360.62",22,10
7-Jan-22,24,"1,163.00","1,272.74",21,10
8-Jan-22,1,"1,125.90","1,219.36",19,9
8-Jan-22,2,"1,126.20","1,195.61",19,7
8-Jan-22,3,"1,124.60","1,188.46",17,6
8-Jan-22,4,"1,104.20","1,196.70",16,5
8-Jan-22,5,"1,124.80","1,218.38",14,2
8-Jan-22,6,"1,170.50","1,256.98",12,1
8-Jan-22,7,"1,233.60","1,332.05",11,0
8-Jan-22,8,"1,320.70","1,415.98",10,0
8-Jan-22,9,"1,404.80","1,493.75",10,-1
8-Jan-22,10,"1,405.60","1,536.77",12,0
8-Jan-22,11,"1,440.20","1,540.34",14,1
8-Jan-22,12,"1,394.00","1,527.47",17,3
8-Jan-22,13,"1,396.60","1,501.24",20,3
8-Jan-22,14,"1,361.30","1,478.16",22,2
8-Jan-22,15,"1,404.30","1,464.68",24,0
8-Jan-22,16,"1,422.10","1,485.63",23,0
8-Jan-22,17,"1,538.30","1,575.06",22,0
8-Jan-22,18,"1,629.20","1,678.12",19,1
8-Jan-22,19,"1,611.90","1,661.53",13,5
8-Jan-22,20,"1,537.60","1,611.63",8,3
8-Jan-22,21,"1,477.30","1,555.18",7,3
8-Jan-22,22,"1,429.50","1,477.69",6,3
8-Jan-22,23,"1,316.70","1,389.43",3,1
8-Jan-22,24,"1,216.50","1,306.24",5,2
9-Jan-22,1,"1,177.70","1,242.99",8,5
9-Jan-22,2,"1,151.10","1,205.51",11,7
9-Jan-22,3,"1,121.50","1,180.68",11,7
9-Jan-22,4,"1,117.70","1,168.23",15,9
9-Jan-22,5,"1,126.20","1,169.93",18,9
9-Jan-22,6,"1,151.90","1,192.67",20,9
9-Jan-22,7,"1,212.20","1,239.94",22,11
9-Jan-22,8,"1,321.20","1,303.03",24,13
9-Jan-22,9,"1,381.00","1,377.85",25,14
9-Jan-22,10,"1,396.70","1,446.49",30,15
9-Jan-22,11,"1,441.60","1,496.64",33,18
9-Jan-22,12,"1,439.80","1,529.21",33,21
9-Jan-22,13,"1,439.90","1,529.74",34,27
9-Jan-22,14,"1,429.90","1,507.14",34,28
9-Jan-22,15,"1,413.70","1,499.25",35,28
9-Jan-22,16,"1,426.80","1,497.85",35,28
9-Jan-22,17,"1,501.20","1,563.78",35,28
9-Jan-22,18,"1,502.00","1,610.84",35,29
9-Jan-22,19,"1,477.00","1,565.16",35,30
9-Jan-22,20,"1,397.20","1,491.60",36,31
9-Jan-22,21,"1,317.80","1,416.00",36,31
9-Jan-22,22,"1,217.20","1,311.36",36,31
9-Jan-22,23,"1,142.70","1,207.97",36,32
9-Jan-22,24,"1,053.90","1,132.36",37,32
10-Jan-22,1,"1,028.50","1,085.80",38,25
10-Jan-22,2,972,"1,065.05",36,23
10-Jan-22,3,979.2,"1,066.10",34,17
10-Jan-22,4,"1,016.90","1,088.36",31,12
10-Jan-22,5,"1,040.30","1,142.14",28,9
10-Jan-22,6,"1,108.60","1,256.54",26,5
10-Jan-22,7,"1,315.90","1,410.51",25,3
10-Jan-22,8,"1,460.30","1,517.45",23,3
10-Jan-22,9,"1,471.10","1,546.34",21,-1
10-Jan-22,10,"1,468.40","1,547.47",22,-2
10-Jan-22,11,"1,467.90","1,556.43",24,0
10-Jan-22,12,"1,458.40","1,560.70",25,1
10-Jan-22,13,"1,455.00","1,559.03",25,1
10-Jan-22,14,"1,471.40","1,564.69",24,1
10-Jan-22,15,"1,484.40","1,564.46",24,0
10-Jan-22,16,"1,523.90","1,586.40",23,3
10-Jan-22,17,"1,603.20","1,667.66",22,5
10-Jan-22,18,"1,641.10","1,766.53",21,6
10-Jan-22,19,"1,689.70","1,751.29",21,6
10-Jan-22,20,"1,630.20","1,696.98",20,7
10-Jan-22,21,"1,576.00","1,622.62",19,12
10-Jan-22,22,"1,459.80","1,522.14",18,13
10-Jan-22,23,"1,340.90","1,409.32",17,14
10-Jan-22,24,"1,212.50","1,326.87",17,11
11-Jan-22,1,"1,197.80","1,279.04",15,7
11-Jan-22,2,"1,151.30","1,258.82",13,0
11-Jan-22,3,"1,172.20","1,257.24",10,-2
11-Jan-22,4,"1,181.60","1,277.90",9,-4
11-Jan-22,5,"1,221.10","1,322.22",7,-7
11-Jan-22,6,"1,329.10","1,424.57",5,-10
11-Jan-22,7,"1,567.20","1,582.58",3,-12
11-Jan-22,8,"1,696.10","1,689.86",1,-15
11-Jan-22,9,"1,692.50","1,730.92",0,-16
11-Jan-22,10,"1,699.40","1,739.61",-1,-16
11-Jan-22,11,"1,724.20","1,735.59",0,-16
11-Jan-22,12,"1,680.50","1,725.16",3,-15
11-Jan-22,13,"1,618.80","1,709.28",4,-15
11-Jan-22,14,"1,599.50","1,696.49",6,-14
11-Jan-22,15,"1,595.90","1,692.76",7,-15
11-Jan-22,16,"1,621.10","1,722.54",7,-16
11-Jan-22,17,"1,748.10","1,810.91",6,-16
11-Jan-22,18,"1,842.00","1,912.62",4,-15
11-Jan-22,19,"1,844.10","1,893.47",3,-14
11-Jan-22,20,"1,820.40","1,836.63",-1,-13
11-Jan-22,21,"1,721.60","1,757.53",-4,-11
11-Jan-22,22,"1,628.30","1,650.37",-4,-12
11-Jan-22,23,"1,507.60","1,540.68",-4,-11
11-Jan-22,24,"1,406.90","1,453.50",-6,-10
12-Jan-22,1,"1,312.80","1,393.38",-7,-11
12-Jan-22,2,"1,309.40","1,364.89",-2,-8
12-Jan-22,3,"1,266.00","1,352.33",-3,-9
12-Jan-22,4,"1,267.30","1,353.05",-1,-7
12-Jan-22,5,"1,298.00","1,389.20",1,-6
12-Jan-22,6,"1,384.20","1,483.39",3,-5
12-Jan-22,7,"1,575.00","1,628.90",4,-4
12-Jan-22,8,"1,670.30","1,719.44",5,-4
12-Jan-22,9,"1,673.90","1,750.10",6,-3
12-Jan-22,10,"1,649.70","1,759.02",9,0
12-Jan-22,11,"1,642.70","1,744.50",13,3
12-Jan-22,12,"1,550.50","1,716.14",18,6
12-Jan-22,13,"1,484.20","1,689.27",23,8
12-Jan-22,14,"1,475.40","1,670.74",27,9
12-Jan-22,15,"1,485.30","1,668.06",30,12
12-Jan-22,16,"1,506.10","1,672.98",30,13
12-Jan-22,17,"1,655.80","1,732.60",25,12
12-Jan-22,18,"1,727.60","1,790.70",23,12
12-Jan-22,19,"1,722.00","1,757.49",23,12
12-Jan-22,20,"1,638.30","1,686.23",22,11
12-Jan-22,21,"1,555.30","1,597.94",22,12
12-Jan-22,22,"1,458.50","1,492.52",22,12
12-Jan-22,23,"1,239.80","1,371.18",22,13
12-Jan-22,24,"1,132.80","1,282.35",22,13
13-Jan-22,1,"1,187.00","1,217.35",22,13
13-Jan-22,2,"1,130.30","1,187.17",22,14
13-Jan-22,3,"1,111.60","1,167.95",22,14
13-Jan-22,4,"1,143.90","1,173.91",19,13
13-Jan-22,5,"1,152.00","1,203.85",21,14
13-Jan-22,6,"1,263.40","1,299.08",22,15
13-Jan-22,7,"1,471.10","1,444.92",21,15
13-Jan-22,8,"1,565.60","1,542.05",22,15
13-Jan-22,9,"1,592.60","1,579.74",22,16
13-Jan-22,10,"1,578.90","1,590.04",24,17
13-Jan-22,11,"1,540.30","1,597.75",25,18
13-Jan-22,12,"1,488.40","1,596.78",26,19
13-Jan-22,13,"1,474.10","1,566.39",28,19
13-Jan-22,14,"1,472.80","1,526.79",30,21
13-Jan-22,15,"1,476.40","1,499.82",33,23
13-Jan-22,16,"1,477.10","1,511.21",33,23
13-Jan-22,17,"1,556.20","1,580.37",34,24
13-Jan-22,18,"1,621.20","1,669.96",31,24
13-Jan-22,19,"1,464.80","1,656.39",31,24
13-Jan-22,20,"1,437.20","1,598.74",28,22
13-Jan-22,21,"1,350.20","1,527.09",26,21
13-Jan-22,22,"1,272.50","1,423.42",23,21
13-Jan-22,23,"1,175.60","1,314.59",26,22
13-Jan-22,24,"1,062.60","1,220.16",23,21
14-Jan-22,1,"1,123.90","1,157.73",23,20
14-Jan-22,2,"1,097.80","1,125.96",25,22
14-Jan-22,3,"1,077.20","1,110.64",25,23
14-Jan-22,4,"1,073.80","1,114.92",26,22
14-Jan-22,5,"1,123.30","1,151.69",26,22
14-Jan-22,6,"1,201.80","1,239.25",27,23
14-Jan-22,7,"1,415.10","1,378.69",28,23
14-Jan-22,8,"1,460.40","1,484.57",26,23
14-Jan-22,9,"1,521.50","1,525.58",27,24
14-Jan-22,10,"1,520.00","1,536.14",28,24
14-Jan-22,11,"1,532.20","1,534.90",30,24
14-Jan-22,12,"1,445.70","1,515.31",35,27
14-Jan-22,13,"1,427.00","1,502.61",37,27
14-Jan-22,14,"1,425.30","1,494.78",36,24
14-Jan-22,15,"1,436.70","1,481.61",35,23
14-Jan-22,16,"1,527.10","1,504.36",33,20
14-Jan-22,17,"1,575.80","1,574.88",30,16
14-Jan-22,18,"1,629.40","1,669.69",27,13
14-Jan-22,19,"1,614.60","1,664.01",24,8
14-Jan-22,20,"1,588.60","1,621.00",20,4
14-Jan-22,21,"1,516.00","1,575.57",18,0
14-Jan-22,22,"1,452.80","1,507.93",14,-2
14-Jan-22,23,"1,327.70","1,427.04",10,-5
14-Jan-22,24,"1,311.30","1,355.66",7,-6
15-Jan-22,1,"1,310.80","1,312.15",5,-8
15-Jan-22,2,"1,284.80","1,290.66",4,-10
15-Jan-22,3,"1,277.20","1,285.72",3,-12
15-Jan-22,4,"1,311.00","1,295.98",2,-13
15-Jan-22,5,"1,347.40","1,328.13",0,-15
15-Jan-22,6,"1,398.40","1,373.69",-1,-15
15-Jan-22,7,"1,460.50","1,450.30",-3,-17
15-Jan-22,8,"1,585.50","1,536.19",-4,-19
15-Jan-22,9,"1,643.20","1,615.17",-5,-19
15-Jan-22,10,"1,666.00","1,650.30",-4,-19
15-Jan-22,11,"1,637.70","1,657.44",-2,-18
15-Jan-22,12,"1,600.20","1,649.62",0,-18
15-Jan-22,13,"1,569.90","1,632.87",3,-17
15-Jan-22,14,"1,545.60","1,625.25",5,-16
15-Jan-22,15,"1,540.70","1,634.72",6,-16
15-Jan-22,16,"1,575.20","1,677.79",7,-15
15-Jan-22,17,"1,640.20","1,769.96",6,-16
15-Jan-22,18,"1,778.60","1,853.62",4,-16
15-Jan-22,19,"1,736.10","1,833.88",3,-16
15-Jan-22,20,"1,664.50","1,776.23",2,-17
15-Jan-22,21,"1,612.50","1,714.35",1,-16
15-Jan-22,22,"1,491.70","1,635.13",0,-16
15-Jan-22,23,"1,424.60","1,546.38",-1,-16
15-Jan-22,24,"1,356.30","1,465.42",-1,-17
16-Jan-22,1,"1,343.90","1,408.29",-1,-17
16-Jan-22,2,"1,311.20","1,373.10",0,-17
16-Jan-22,3,"1,296.90","1,355.43",-2,-16
16-Jan-22,4,"1,288.50","1,356.21",-5,-16
16-Jan-22,5,"1,306.20","1,368.40",-6,-14
16-Jan-22,6,"1,350.60","1,391.43",-6,-15
16-Jan-22,7,"1,401.40","1,449.50",-7,-13
16-Jan-22,8,"1,486.50","1,525.07",-6,-14
16-Jan-22,9,"1,573.20","1,591.63",-6,-12
16-Jan-22,10,"1,578.60","1,613.03",2,-10
16-Jan-22,11,"1,570.60","1,603.74",5,-10
16-Jan-22,12,"1,511.80","1,584.26",11,-9
16-Jan-22,13,"1,470.80","1,557.27",17,-9
16-Jan-22,14,"1,430.10","1,527.87",20,-9
16-Jan-22,15,"1,425.40","1,527.55",23,-8
16-Jan-22,16,"1,503.10","1,562.84",24,-8
16-Jan-22,17,"1,621.20","1,664.03",22,-5
16-Jan-22,18,"1,726.70","1,756.56",21,-8
16-Jan-22,19,"1,705.80","1,724.80",20,-6
16-Jan-22,20,"1,656.30","1,652.81",18,-6
16-Jan-22,21,"1,576.80","1,581.39",18,0
16-Jan-22,22,"1,445.90","1,489.98",18,4
16-Jan-22,23,"1,337.40","1,391.89",18,5
16-Jan-22,24,"1,265.00","1,307.16",19,6
17-Jan-22,1,"1,237.40","1,247.09",20,7
17-Jan-22,2,"1,185.70","1,210.87",21,9
17-Jan-22,3,"1,161.30","1,193.53",22,12
17-Jan-22,4,"1,175.80","1,194.64",23,15
17-Jan-22,5,"1,173.60","1,232.30",27,22
17-Jan-22,6,"1,195.80","1,286.66",27,25
17-Jan-22,7,"1,262.20","1,374.78",27,25
17-Jan-22,8,"1,368.10","1,449.31",30,28
17-Jan-22,9,"1,449.30","1,521.41",32,31
17-Jan-22,10,"1,480.20","1,575.33",34,34
17-Jan-22,11,"1,531.60","1,612.64",36,36
17-Jan-22,12,"1,500.10","1,623.15",43,42
17-Jan-22,13,"1,483.00","1,586.34",45,43
17-Jan-22,14,"1,490.70","1,528.41",43,39
17-Jan-22,15,"1,483.70","1,498.93",43,34
17-Jan-22,16,"1,495.80","1,506.46",42,31
17-Jan-22,17,"1,587.40","1,583.62",39,30
17-Jan-22,18,"1,644.50","1,667.51",38,30
17-Jan-22,19,"1,591.70","1,625.58",37,30
17-Jan-22,20,"1,508.80","1,549.64",37,31
17-Jan-22,21,"1,423.80","1,469.90",36,30
17-Jan-22,22,"1,343.60","1,357.68",36,30
17-Jan-22,23,"1,229.10","1,248.46",36,30
17-Jan-22,24,"1,145.00","1,173.42",35,26
18-Jan-22,1,"1,088.10","1,127.44",32,24
18-Jan-22,2,"1,063.70","1,108.25",31,22
18-Jan-22,3,"1,056.40","1,111.11",30,19
18-Jan-22,4,"1,055.50","1,135.27",29,18
18-Jan-22,5,"1,097.50","1,190.71",28,17
18-Jan-22,6,"1,197.30","1,287.84",26,13
18-Jan-22,7,"1,352.40","1,453.41",24,12
18-Jan-22,8,"1,461.20","1,556.15",23,11
18-Jan-22,9,"1,495.70","1,586.25",22,10
18-Jan-22,10,"1,490.90","1,592.00",22,9
18-Jan-22,11,"1,500.10","1,581.30",22,9
18-Jan-22,12,"1,507.20","1,575.63",23,7
18-Jan-22,13,"1,488.40","1,578.15",23,7
18-Jan-22,14,"1,502.70","1,579.64",22,6
18-Jan-22,15,"1,518.90","1,572.57",24,7
18-Jan-22,16,"1,535.80","1,604.56",23,6
18-Jan-22,17,"1,646.00","1,694.20",22,4
18-Jan-22,18,"1,683.20","1,813.31",20,2
18-Jan-22,19,"1,709.50","1,803.68",18,2
18-Jan-22,20,"1,668.10","1,746.96",16,-1
18-Jan-22,21,"1,596.10","1,674.31",15,-4
18-Jan-22,22,"1,496.50","1,568.60",13,-3
18-Jan-22,23,"1,370.90","1,456.41",11,-3
18-Jan-22,24,"1,281.60","1,375.91",10,-4
19-Jan-22,1,"1,273.70","1,330.62",9,-5
19-Jan-22,2,"1,226.80","1,307.18",8,-5
19-Jan-22,3,"1,225.90","1,302.08",7,-5
19-Jan-22,4,"1,232.50","1,307.46",5,-2
19-Jan-22,5,"1,265.30","1,338.52",8,-4
19-Jan-22,6,"1,331.20","1,427.09",8,-4
19-Jan-22,7,"1,485.10","1,573.37",8,-3
19-Jan-22,8,"1,606.30","1,670.51",9,-2
19-Jan-22,9,"1,609.90","1,703.40",10,-2
19-Jan-22,10,"1,575.20","1,705.68",13,2
19-Jan-22,11,"1,597.70","1,662.16",16,6
19-Jan-22,12,"1,542.20","1,602.70",22,10
19-Jan-22,13,"1,511.30","1,566.85",31,17
19-Jan-22,14,"1,502.70","1,556.85",39,22
19-Jan-22,15,"1,474.10","1,538.35",40,22
19-Jan-22,16,"1,497.10","1,546.83",40,24
19-Jan-22,17,"1,568.20","1,601.90",41,24
19-Jan-22,18,"1,622.60","1,690.27",40,24
19-Jan-22,19,"1,604.80","1,671.34",39,25
19-Jan-22,20,"1,578.30","1,607.36",38,25
19-Jan-22,21,"1,446.80","1,532.36",36,25
19-Jan-22,22,"1,388.10","1,427.03",35,25
19-Jan-22,23,"1,261.10","1,310.44",35,26
19-Jan-22,24,"1,147.10","1,220.44",35,26
20-Jan-22,1,"1,095.00","1,161.47",35,27
20-Jan-22,2,"1,057.00","1,128.41",35,27
20-Jan-22,3,"1,049.90","1,110.84",35,28
20-Jan-22,4,"1,070.10","1,115.82",35,28
20-Jan-22,5,"1,081.20","1,145.05",33,28
20-Jan-22,6,"1,172.90","1,240.51",34,27
20-Jan-22,7,"1,283.80","1,390.08",38,24
20-Jan-22,8,"1,409.50","1,480.78",36,25
20-Jan-22,9,"1,479.30","1,518.88",35,23
20-Jan-22,10,"1,497.80","1,545.33",33,20
20-Jan-22,11,"1,487.50","1,572.86",31,19
20-Jan-22,12,"1,527.30","1,542.60",29,17
20-Jan-22,13,"1,518.60","1,502.29",29,15
20-Jan-22,14,"1,510.80","1,486.48",29,14
20-Jan-22,15,"1,494.30","1,495.19",29,11
20-Jan-22,16,"1,500.70","1,532.42",28,8
20-Jan-22,17,"1,595.20","1,622.19",26,6
20-Jan-22,18,"1,653.00","1,739.25",23,4
20-Jan-22,19,"1,656.00","1,741.07",20,2
20-Jan-22,20,"1,626.40","1,686.48",18,2
20-Jan-22,21,"1,555.20","1,624.11",16,1
20-Jan-22,22,"1,468.70","1,533.72",14,-2
20-Jan-22,23,"1,353.20","1,431.28",12,-3
20-Jan-22,24,"1,280.20","1,358.69",11,-3
21-Jan-22,1,"1,265.50","1,314.85",10,-3
21-Jan-22,2,"1,235.80","1,295.44",7,-5
21-Jan-22,3,"1,242.70","1,293.64",5,-6
21-Jan-22,4,"1,252.50","1,311.70",4,-7
21-Jan-22,5,"1,282.30","1,359.32",3,-8
21-Jan-22,6,"1,370.20","1,452.18",2,-8
21-Jan-22,7,"1,554.30","1,608.28",1,-9
21-Jan-22,8,"1,638.80","1,712.97",1,-9
21-Jan-22,9,"1,685.70","1,745.98",1,-9
21-Jan-22,10,"1,684.00","1,733.11",3,-8
21-Jan-22,11,"1,653.70","1,699.08",5,-8
21-Jan-22,12,"1,607.40","1,657.71",9,-7
21-Jan-22,13,"1,598.40","1,617.89",12,-6
21-Jan-22,14,"1,565.00","1,596.58",15,-5
21-Jan-22,15,"1,565.40","1,585.59",17,-6
21-Jan-22,16,"1,599.00","1,611.35",19,-6
21-Jan-22,17,"1,694.50","1,686.80",17,-5
21-Jan-22,18,"1,745.10","1,788.36",15,-6
21-Jan-22,19,"1,737.30","1,777.77",13,-7
21-Jan-22,20,"1,666.90","1,731.77",10,-6
21-Jan-22,21,"1,586.70","1,678.46",8,-7
21-Jan-22,22,"1,477.90","1,605.16",6,-6
21-Jan-22,23,"1,460.60","1,511.39",2,-5
21-Jan-22,24,"1,325.20","1,430.13",0,-5
22-Jan-22,1,"1,358.10","1,378.82",-1,-6
22-Jan-22,2,"1,332.10","1,359.99",-3,-8
22-Jan-22,3,"1,295.60","1,339.65",-4,-9
22-Jan-22,4,"1,287.70","1,328.21",-3,-8
22-Jan-22,5,"1,332.30","1,352.79",-5,-10
22-Jan-22,6,"1,387.30","1,399.97",-7,-12
22-Jan-22,7,"1,492.50","1,476.23",-8,-12
22-Jan-22,8,"1,558.10","1,568.41",-6,-11
