Date,Hr_End,DA_Demand,RT_Demand,Dry_Bulb,Dew_Point
3-Jan-21,7,"1,069.40","1,155.22",20,17
3-Jan-21,8,"1,155.90","1,219.01",20,17
3-Jan-21,9,"1,262.20","1,298.90",24,22
3-Jan-21,10,"1,325.20","1,367.79",25,22
3-Jan-21,11,"1,370.70","1,412.35",27,23
3-Jan-21,12,"1,412.00","1,444.77",29,24
3-Jan-21,13,"1,432.90","1,457.88",30,23
3-Jan-21,14,"1,422.20","1,451.91",31,23
3-Jan-21,15,"1,388.70","1,444.53",31,23
3-Jan-21,16,"1,486.30","1,461.47",31,24
3-Jan-21,17,"1,595.70","1,557.63",31,24
3-Jan-21,18,"1,671.30","1,619.84",31,24
3-Jan-21,19,"1,593.80","1,577.67",30,24
3-Jan-21,20,"1,514.10","1,505.20",29,26
3-Jan-21,21,"1,446.80","1,424.05",29,25
3-Jan-21,22,"1,352.50","1,320.74",29,25
3-Jan-21,23,"1,239.90","1,216.58",29,24
3-Jan-21,24,"1,126.20","1,130.25",29,25
4-Jan-21,1,"1,089.40","1,081.80",28,25
4-Jan-21,2,"1,049.80","1,053.13",28,25
4-Jan-21,3,"1,031.80","1,042.36",28,25
4-Jan-21,4,"1,057.00","1,049.44",27,24
4-Jan-21,5,"1,062.80","1,086.86",27,24
4-Jan-21,6,"1,149.00","1,186.65",28,25
4-Jan-21,7,"1,284.50","1,318.44",28,25
4-Jan-21,8,"1,406.50","1,428.93",27,24
4-Jan-21,9,"1,477.50","1,479.33",28,24
4-Jan-21,10,"1,561.80","1,490.15",29,25
4-Jan-21,11,"1,546.40","1,489.43",33,25
4-Jan-21,12,"1,554.80","1,483.12",35,25
4-Jan-21,13,"1,545.00","1,469.88",35,26
4-Jan-21,14,"1,530.30","1,455.77",37,26
4-Jan-21,15,"1,510.00","1,442.65",37,27
4-Jan-21,16,"1,545.40","1,451.14",38,26
4-Jan-21,17,"1,695.20","1,540.05",36,26
4-Jan-21,18,"1,736.50","1,648.89",32,25
4-Jan-21,19,"1,684.60","1,625.26",29,23
4-Jan-21,20,"1,578.90","1,554.39",28,23
4-Jan-21,21,"1,513.00","1,468.71",27,24
4-Jan-21,22,"1,393.90","1,364.91",27,23
4-Jan-21,23,"1,211.70","1,257.24",28,24
4-Jan-21,24,"1,136.20","1,165.76",25,22
5-Jan-21,1,"1,093.90","1,108.22",27,24
5-Jan-21,2,"1,049.60","1,077.33",28,25
5-Jan-21,3,"1,051.20","1,063.11",27,24
5-Jan-21,4,"1,061.40","1,067.49",27,24
5-Jan-21,5,"1,077.70","1,104.42",28,25
5-Jan-21,6,"1,197.70","1,197.30",28,25
5-Jan-21,7,"1,323.60","1,333.44",28,24
5-Jan-21,8,"1,420.10","1,443.61",29,24
5-Jan-21,9,"1,449.80","1,497.90",29,24
5-Jan-21,10,"1,515.10","1,516.26",30,24
5-Jan-21,11,"1,539.20","1,528.64",31,23
5-Jan-21,12,"1,537.30","1,536.19",31,24
5-Jan-21,13,"1,521.40","1,528.07",32,24
5-Jan-21,14,"1,509.80","1,521.93",33,24
5-Jan-21,15,"1,492.50","1,509.61",32,24
5-Jan-21,16,"1,494.40","1,517.05",32,25
5-Jan-21,17,"1,604.80","1,601.34",32,25
5-Jan-21,18,"1,692.20","1,683.89",32,26
5-Jan-21,19,"1,663.60","1,653.01",31,26
5-Jan-21,20,"1,579.70","1,574.50",30,26
5-Jan-21,21,"1,483.90","1,485.03",31,26
5-Jan-21,22,"1,379.70","1,374.02",31,26
5-Jan-21,23,"1,215.70","1,263.36",31,25
5-Jan-21,24,"1,108.30","1,171.71",31,26
6-Jan-21,1,"1,097.30","1,109.90",30,27
6-Jan-21,2,"1,045.20","1,077.04",30,27
6-Jan-21,3,"1,033.80","1,062.89",30,28
6-Jan-21,4,"1,042.40","1,068.62",30,27
6-Jan-21,5,"1,079.10","1,106.47",30,26
6-Jan-21,6,"1,179.10","1,201.59",29,24
6-Jan-21,7,"1,329.70","1,338.57",30,24
6-Jan-21,8,"1,444.40","1,447.14",29,23
6-Jan-21,9,"1,480.20","1,499.43",29,22
6-Jan-21,10,"1,472.60","1,514.39",30,21
6-Jan-21,11,"1,494.60","1,518.19",31,21
6-Jan-21,12,"1,501.90","1,515.71",31,21
6-Jan-21,13,"1,429.30","1,502.79",32,22
6-Jan-21,14,"1,415.70","1,492.74",33,22
6-Jan-21,15,"1,401.50","1,488.89",32,21
6-Jan-21,16,"1,423.50","1,505.12",32,20
6-Jan-21,17,"1,585.30","1,588.51",31,20
6-Jan-21,18,"1,643.00","1,684.05",30,19
6-Jan-21,19,"1,627.00","1,661.44",30,19
6-Jan-21,20,"1,540.30","1,599.12",30,18
6-Jan-21,21,"1,466.30","1,520.12",29,18
6-Jan-21,22,"1,358.00","1,419.70",28,18
6-Jan-21,23,"1,217.20","1,310.23",28,16
6-Jan-21,24,"1,076.90","1,217.09",27,16
7-Jan-21,1,"1,082.60","1,154.59",28,17
7-Jan-21,2,"1,037.20","1,119.90",28,17
7-Jan-21,3,"1,013.20","1,104.48",29,18
7-Jan-21,4,"1,025.30","1,109.92",29,18
7-Jan-21,5,"1,060.80","1,149.24",29,18
7-Jan-21,6,"1,166.00","1,245.27",27,17
7-Jan-21,7,"1,294.50","1,387.26",26,17
7-Jan-21,8,"1,388.50","1,493.15",27,17
7-Jan-21,9,"1,432.80","1,528.73",27,16
7-Jan-21,10,"1,401.00","1,525.27",29,17
7-Jan-21,11,"1,434.00","1,505.20",30,16
7-Jan-21,12,"1,444.00","1,492.26",32,17
7-Jan-21,13,"1,392.90","1,478.32",34,17
7-Jan-21,14,"1,392.50","1,467.71",35,18
7-Jan-21,15,"1,397.40","1,472.13",34,18
7-Jan-21,16,"1,424.90","1,495.25",33,17
7-Jan-21,17,"1,577.30","1,584.09",32,17
7-Jan-21,18,"1,646.90","1,694.03",30,17
7-Jan-21,19,"1,634.60","1,676.99",28,16
7-Jan-21,20,"1,562.80","1,617.64",27,16
7-Jan-21,21,"1,495.60","1,542.06",27,16
7-Jan-21,22,"1,394.50","1,441.51",26,16
7-Jan-21,23,"1,237.10","1,336.62",25,16
7-Jan-21,24,"1,139.10","1,244.81",25,16
8-Jan-21,1,"1,069.90","1,188.99",25,17
8-Jan-21,2,"1,029.90","1,157.05",26,17
8-Jan-21,3,"1,029.30","1,144.47",25,16
8-Jan-21,4,"1,056.50","1,151.17",25,16
8-Jan-21,5,"1,081.50","1,191.51",24,16
8-Jan-21,6,"1,169.40","1,280.33",24,15
8-Jan-21,7,"1,312.70","1,416.08",23,15
8-Jan-21,8,"1,396.90","1,523.15",23,15
8-Jan-21,9,"1,436.90","1,558.30",23,14
8-Jan-21,10,"1,407.00","1,544.63",25,14
8-Jan-21,11,"1,388.80","1,522.73",28,14
8-Jan-21,12,"1,385.10","1,501.62",30,13
8-Jan-21,13,"1,332.80","1,478.59",32,14
8-Jan-21,14,"1,338.50","1,455.18",33,13
8-Jan-21,15,"1,352.00","1,452.13",34,12
8-Jan-21,16,"1,387.50","1,472.21",34,11
8-Jan-21,17,"1,510.90","1,561.86",32,11
8-Jan-21,18,"1,601.50","1,657.80",30,11
8-Jan-21,19,"1,565.10","1,641.28",29,12
8-Jan-21,20,"1,489.40","1,586.16",28,12
8-Jan-21,21,"1,425.70","1,522.98",26,11
8-Jan-21,22,"1,340.20","1,437.12",25,11
8-Jan-21,23,"1,246.20","1,336.63",25,10
8-Jan-21,24,"1,153.10","1,247.63",23,9
9-Jan-21,1,"1,096.10","1,184.05",22,10
9-Jan-21,2,"1,064.00","1,147.46",22,10
9-Jan-21,3,"1,049.90","1,131.86",22,10
9-Jan-21,4,"1,045.10","1,132.74",21,9
9-Jan-21,5,"1,061.70","1,151.30",19,9
9-Jan-21,6,"1,106.10","1,197.50",17,9
9-Jan-21,7,"1,148.20","1,269.41",18,10
9-Jan-21,8,"1,262.30","1,343.59",19,10
9-Jan-21,9,"1,344.60","1,411.74",20,10
9-Jan-21,10,"1,364.90","1,443.68",23,12
9-Jan-21,11,"1,387.40","1,442.48",25,12
9-Jan-21,12,"1,342.10","1,439.22",29,14
9-Jan-21,13,"1,335.60","1,426.97",32,15
9-Jan-21,14,"1,355.60","1,417.97",32,15
9-Jan-21,15,"1,363.90","1,410.80",32,16
9-Jan-21,16,"1,398.40","1,424.71",32,16
9-Jan-21,17,"1,526.30","1,507.81",33,16
9-Jan-21,18,"1,612.60","1,598.52",29,17
9-Jan-21,19,"1,574.00","1,572.75",30,17
9-Jan-21,20,"1,491.80","1,512.27",29,17
9-Jan-21,21,"1,421.50","1,445.04",30,17
9-Jan-21,22,"1,351.40","1,362.28",29,16
9-Jan-21,23,"1,251.80","1,274.23",29,14
9-Jan-21,24,"1,158.30","1,196.52",28,13
10-Jan-21,1,"1,042.40","1,137.12",27,12
10-Jan-21,2,"1,035.90","1,102.54",27,13
10-Jan-21,3,"1,018.40","1,087.02",26,14
10-Jan-21,4,"1,020.90","1,086.45",24,14
10-Jan-21,5,"1,020.70","1,099.53",23,14
10-Jan-21,6,"1,065.40","1,135.59",23,15
10-Jan-21,7,"1,130.60","1,193.15",23,15
10-Jan-21,8,"1,199.60","1,256.88",23,15
10-Jan-21,9,"1,254.80","1,325.55",24,17
10-Jan-21,10,"1,273.40","1,362.96",28,18
10-Jan-21,11,"1,273.00","1,366.37",30,17
10-Jan-21,12,"1,246.60","1,357.66",32,17
10-Jan-21,13,"1,273.90","1,352.21",36,17
10-Jan-21,14,"1,273.00","1,333.55",37,16
10-Jan-21,15,"1,319.70","1,335.67",38,17
10-Jan-21,16,"1,366.40","1,366.45",37,17
10-Jan-21,17,"1,526.60","1,489.22",36,16
10-Jan-21,18,"1,631.90","1,607.48",32,15
10-Jan-21,19,"1,580.00","1,584.16",30,15
10-Jan-21,20,"1,524.10","1,522.77",27,15
10-Jan-21,21,"1,421.60","1,450.27",27,15
10-Jan-21,22,"1,328.00","1,359.68",22,15
10-Jan-21,23,"1,238.50","1,264.28",21,14
10-Jan-21,24,"1,140.90","1,195.32",19,13
11-Jan-21,1,"1,090.50","1,148.73",16,12
11-Jan-21,2,"1,053.30","1,129.69",17,13
11-Jan-21,3,"1,050.80","1,127.39",16,12
11-Jan-21,4,"1,051.40","1,137.57",13,10
11-Jan-21,5,"1,098.00","1,184.39",13,10
11-Jan-21,6,"1,185.40","1,289.12",13,8
11-Jan-21,7,"1,353.00","1,441.75",11,7
11-Jan-21,8,"1,456.60","1,559.74",12,7
11-Jan-21,9,"1,479.30","1,598.23",13,9
11-Jan-21,10,"1,490.00","1,598.66",18,14
11-Jan-21,11,"1,481.90","1,594.45",21,16
11-Jan-21,12,"1,483.30","1,613.76",25,18
11-Jan-21,13,"1,473.20","1,610.40",28,19
11-Jan-21,14,"1,464.50","1,602.21",30,17
11-Jan-21,15,"1,450.40","1,584.12",32,18
11-Jan-21,16,"1,443.90","1,574.71",32,18
11-Jan-21,17,"1,599.00","1,634.49",31,18
11-Jan-21,18,"1,692.10","1,724.38",31,18
11-Jan-21,19,"1,618.50","1,688.82",29,19
11-Jan-21,20,"1,563.80","1,611.53",28,18
11-Jan-21,21,"1,457.70","1,525.20",27,19
11-Jan-21,22,"1,394.00","1,416.74",25,18
11-Jan-21,23,"1,209.50","1,310.22",22,17
11-Jan-21,24,"1,133.10","1,223.18",20,16
12-Jan-21,1,"1,097.80","1,166.27",19,15
12-Jan-21,2,"1,079.10","1,138.75",17,14
12-Jan-21,3,"1,076.10","1,127.48",16,12
12-Jan-21,4,"1,070.40","1,130.85",18,15
12-Jan-21,5,"1,097.20","1,170.32",20,16
12-Jan-21,6,"1,211.60","1,264.30",20,17
12-Jan-21,7,"1,365.10","1,405.84",20,15
12-Jan-21,8,"1,442.10","1,511.25",18,14
12-Jan-21,9,"1,497.60","1,545.85",18,14
12-Jan-21,10,"1,440.70","1,526.76",23,20
12-Jan-21,11,"1,414.50","1,504.93",28,21
12-Jan-21,12,"1,406.00","1,485.36",34,23
12-Jan-21,13,"1,363.00","1,474.15",37,22
12-Jan-21,14,"1,341.90","1,476.71",37,20
12-Jan-21,15,"1,386.00","1,474.92",37,19
12-Jan-21,16,"1,407.50","1,490.93",37,18
12-Jan-21,17,"1,548.60","1,571.58",36,18
12-Jan-21,18,"1,617.40","1,665.02",34,19
12-Jan-21,19,"1,633.50","1,638.75",33,19
12-Jan-21,20,"1,546.90","1,563.98",32,18
12-Jan-21,21,"1,493.50","1,479.47",28,20
12-Jan-21,22,"1,368.00","1,374.03",28,21
12-Jan-21,23,"1,224.00","1,262.77",29,21
12-Jan-21,24,"1,105.80","1,172.87",29,21
13-Jan-21,1,"1,075.00","1,117.32",29,22
13-Jan-21,2,"1,055.70","1,089.17",29,22
13-Jan-21,3,"1,044.60","1,078.53",26,20
13-Jan-21,4,"1,056.50","1,085.23",23,19
13-Jan-21,5,"1,113.40","1,126.23",25,21
13-Jan-21,6,"1,176.10","1,220.07",26,21
13-Jan-21,7,"1,327.90","1,359.79",27,21
13-Jan-21,8,"1,467.10","1,471.44",24,20
13-Jan-21,9,"1,463.70","1,517.59",25,21
13-Jan-21,10,"1,405.40","1,519.32",28,23
13-Jan-21,11,"1,396.70","1,518.57",31,24
13-Jan-21,12,"1,383.30","1,519.15",32,23
13-Jan-21,13,"1,379.50","1,484.03",33,24
13-Jan-21,14,"1,336.60","1,476.24",37,24
13-Jan-21,15,"1,378.00","1,479.15",36,23
13-Jan-21,16,"1,416.00","1,488.10",37,22
13-Jan-21,17,"1,525.30","1,562.68",36,22
13-Jan-21,18,"1,599.40","1,644.99",35,22
13-Jan-21,19,"1,589.40","1,612.60",34,22
13-Jan-21,20,"1,518.60","1,543.05",34,22
13-Jan-21,21,"1,443.20","1,457.46",35,21
13-Jan-21,22,"1,347.00","1,347.29",34,22
13-Jan-21,23,"1,208.30","1,233.42",33,22
13-Jan-21,24,"1,106.50","1,150.02",33,22
14-Jan-21,1,"1,033.50","1,093.23",32,22
14-Jan-21,2,991.4,"1,064.22",29,22
14-Jan-21,3,981.3,"1,054.70",29,22
14-Jan-21,4,957.8,"1,059.79",25,20
14-Jan-21,5,"1,001.90","1,100.13",24,20
14-Jan-21,6,"1,139.00","1,195.78",24,20
14-Jan-21,7,"1,295.80","1,339.53",25,22
14-Jan-21,8,"1,365.30","1,447.43",26,22
14-Jan-21,9,"1,446.70","1,490.75",28,23
14-Jan-21,10,"1,458.20","1,500.98",30,24
14-Jan-21,11,"1,478.30","1,500.81",33,24
14-Jan-21,12,"1,483.30","1,506.18",34,24
14-Jan-21,13,"1,471.90","1,506.40",36,25
14-Jan-21,14,"1,442.70","1,496.22",36,25
14-Jan-21,15,"1,425.80","1,483.05",36,25
14-Jan-21,16,"1,443.10","1,490.33",36,25
14-Jan-21,17,"1,538.90","1,551.35",35,26
14-Jan-21,18,"1,565.70","1,625.90",34,25
14-Jan-21,19,"1,572.70","1,599.03",34,25
14-Jan-21,20,"1,503.90","1,527.08",33,26
14-Jan-21,21,"1,451.40","1,442.99",33,25
14-Jan-21,22,"1,368.80","1,338.36",32,26
14-Jan-21,23,"1,185.90","1,226.65",32,26
14-Jan-21,24,"1,097.20","1,136.12",31,26
15-Jan-21,1,"1,014.60","1,077.98",31,26
15-Jan-21,2,"1,009.60","1,041.78",31,26
15-Jan-21,3,"1,008.70","1,028.47",31,26
15-Jan-21,4,"1,000.10","1,032.01",31,26
15-Jan-21,5,996.3,"1,072.68",30,26
15-Jan-21,6,"1,077.00","1,167.90",27,23
15-Jan-21,7,"1,277.30","1,303.44",27,24
15-Jan-21,8,"1,395.10","1,412.99",27,25
15-Jan-21,9,"1,435.00","1,462.15",29,26
15-Jan-21,10,"1,405.60","1,453.26",31,27
15-Jan-21,11,"1,452.80","1,428.51",33,26
15-Jan-21,12,"1,434.40","1,401.57",37,28
15-Jan-21,13,"1,398.20","1,380.52",42,24
15-Jan-21,14,"1,385.30","1,383.84",43,23
15-Jan-21,15,"1,377.20","1,386.79",42,22
15-Jan-21,16,"1,392.00","1,403.98",41,23
15-Jan-21,17,"1,490.90","1,473.75",38,22
15-Jan-21,18,"1,538.70","1,556.60",36,24
15-Jan-21,19,"1,483.60","1,532.67",35,25
15-Jan-21,20,"1,401.30","1,473.28",30,23
15-Jan-21,21,"1,332.70","1,403.48",29,24
15-Jan-21,22,"1,263.50","1,316.48",30,25
15-Jan-21,23,"1,132.70","1,213.93",30,26
15-Jan-21,24,"1,042.30","1,128.45",33,27
16-Jan-21,1,"1,004.90","1,058.53",33,29
16-Jan-21,2,986.2,"1,017.12",34,31
16-Jan-21,3,941.4,995.13,35,32
16-Jan-21,4,942.2,991.75,35,33
16-Jan-21,5,952.6,"1,004.38",37,34
16-Jan-21,6,975,"1,044.47",38,35
16-Jan-21,7,998.6,"1,111.15",38,35
16-Jan-21,8,"1,103.90","1,204.10",38,36
16-Jan-21,9,"1,262.80","1,299.37",39,35
16-Jan-21,10,"1,301.10","1,387.09",40,36
16-Jan-21,11,"1,344.20","1,435.35",41,38
16-Jan-21,12,"1,345.00","1,451.87",45,41
16-Jan-21,13,"1,329.40","1,441.57",46,44
16-Jan-21,14,"1,283.10","1,403.58",46,45
16-Jan-21,15,"1,273.80","1,373.71",47,44
16-Jan-21,16,"1,283.70","1,360.88",46,45
16-Jan-21,17,"1,377.90","1,418.68",43,42
16-Jan-21,18,"1,472.80","1,484.89",41,40
16-Jan-21,19,"1,396.20","1,454.87",40,38
16-Jan-21,20,"1,331.60","1,382.15",39,36
16-Jan-21,21,"1,288.40","1,313.58",38,36
16-Jan-21,22,"1,211.30","1,237.50",37,34
16-Jan-21,23,"1,112.00","1,153.74",36,32
16-Jan-21,24,"1,014.20","1,080.47",36,31
17-Jan-21,1,914.9,"1,020.25",36,31
17-Jan-21,2,915.3,987.61,36,29
17-Jan-21,3,908.5,969.78,36,28
17-Jan-21,4,906.7,967.53,35,27
17-Jan-21,5,938.1,982.22,35,26
17-Jan-21,6,943.4,"1,018.47",35,24
17-Jan-21,7,998.2,"1,077.15",34,24
17-Jan-21,8,"1,090.70","1,146.36",34,23
17-Jan-21,9,"1,146.00","1,223.31",35,23
17-Jan-21,10,"1,177.60","1,285.91",36,23
17-Jan-21,11,"1,202.20","1,325.66",37,23
17-Jan-21,12,"1,233.50","1,357.46",38,23
17-Jan-21,13,"1,240.20","1,363.79",38,24
17-Jan-21,14,"1,220.20","1,352.49",39,25
17-Jan-21,15,"1,248.30","1,341.51",39,25
17-Jan-21,16,"1,266.80","1,355.60",41,25
17-Jan-21,17,"1,405.90","1,436.82",39,24
17-Jan-21,18,"1,490.00","1,528.14",38,24
17-Jan-21,19,"1,426.30","1,499.79",38,25
17-Jan-21,20,"1,348.40","1,417.56",38,25
17-Jan-21,21,"1,256.50","1,342.09",38,24
17-Jan-21,22,"1,167.60","1,253.24",38,24
17-Jan-21,23,"1,041.30","1,161.69",38,24
17-Jan-21,24,978.5,"1,083.03",37,24
18-Jan-21,1,949.8,"1,031.73",34,23
18-Jan-21,2,911.1,"1,003.47",34,23
18-Jan-21,3,905.9,991.8,33,23
18-Jan-21,4,917.7,999.37,33,25
18-Jan-21,5,941.9,"1,032.42",36,26
18-Jan-21,6,"1,007.50","1,115.87",36,26
18-Jan-21,7,"1,126.70","1,226.16",36,26
18-Jan-21,8,"1,201.00","1,321.22",35,26
18-Jan-21,9,"1,224.90","1,382.59",35,27
18-Jan-21,10,"1,217.90","1,414.30",38,28
18-Jan-21,11,"1,262.50","1,436.79",39,27
18-Jan-21,12,"1,262.00","1,454.58",39,26
18-Jan-21,13,"1,245.00","1,457.07",40,24
18-Jan-21,14,"1,228.60","1,451.00",39,26
18-Jan-21,15,"1,250.00","1,447.70",38,25
18-Jan-21,16,"1,280.00","1,461.01",37,27
18-Jan-21,17,"1,392.00","1,528.50",36,27
18-Jan-21,18,"1,494.50","1,639.14",35,21
18-Jan-21,19,"1,473.50","1,613.97",34,19
18-Jan-21,20,"1,418.40","1,545.24",32,19
18-Jan-21,21,"1,348.30","1,468.85",31,17
18-Jan-21,22,"1,246.80","1,370.05",30,17
18-Jan-21,23,"1,132.20","1,266.33",29,17
18-Jan-21,24,"1,052.60","1,191.35",27,15
19-Jan-21,1,"1,068.90","1,141.43",25,14
19-Jan-21,2,"1,069.70","1,118.61",23,13
19-Jan-21,3,"1,062.70","1,116.48",22,13
19-Jan-21,4,"1,069.40","1,124.20",21,12
19-Jan-21,5,"1,098.60","1,164.05",20,12
19-Jan-21,6,"1,178.60","1,265.20",20,12
19-Jan-21,7,"1,394.20","1,411.56",20,12
19-Jan-21,8,"1,486.70","1,512.99",20,12
19-Jan-21,9,"1,493.20","1,547.97",22,12
19-Jan-21,10,"1,440.80","1,535.40",24,12
19-Jan-21,11,"1,434.00","1,510.35",26,13
19-Jan-21,12,"1,417.00","1,496.72",30,13
19-Jan-21,13,"1,405.10","1,501.78",31,12
19-Jan-21,14,"1,359.80","1,504.31",33,12
19-Jan-21,15,"1,412.50","1,497.31",34,14
19-Jan-21,16,"1,395.20","1,504.18",34,16
19-Jan-21,17,"1,558.90","1,566.84",33,17
19-Jan-21,18,"1,644.20","1,670.34",31,17
19-Jan-21,19,"1,635.80","1,647.41",29,17
19-Jan-21,20,"1,536.10","1,575.29",28,18
19-Jan-21,21,"1,430.80","1,494.86",29,20
19-Jan-21,22,"1,368.50","1,390.77",27,20
19-Jan-21,23,"1,202.70","1,287.10",28,20
19-Jan-21,24,"1,094.50","1,205.91",27,19
20-Jan-21,1,"1,079.10","1,149.35",27,20
20-Jan-21,2,"1,029.70","1,118.80",23,18
20-Jan-21,3,"1,010.50","1,107.23",22,17
20-Jan-21,4,"1,005.20","1,111.73",21,17
20-Jan-21,5,"1,038.60","1,146.98",22,17
20-Jan-21,6,"1,121.00","1,240.22",23,18
20-Jan-21,7,"1,345.60","1,381.95",23,18
20-Jan-21,8,"1,449.20","1,488.33",24,19
20-Jan-21,9,"1,469.00","1,522.26",22,18
20-Jan-21,10,"1,462.50","1,519.39",30,21
20-Jan-21,11,"1,449.60","1,505.75",32,21
20-Jan-21,12,"1,442.00","1,486.08",32,19
20-Jan-21,13,"1,420.20","1,482.55",34,16
20-Jan-21,14,"1,379.20","1,495.07",34,14
20-Jan-21,15,"1,403.80","1,495.22",34,13
20-Jan-21,16,"1,435.00","1,514.46",31,18
20-Jan-21,17,"1,553.70","1,585.71",33,14
20-Jan-21,18,"1,641.10","1,698.32",26,18
20-Jan-21,19,"1,614.80","1,682.73",28,17
20-Jan-21,20,"1,547.10","1,624.93",25,17
20-Jan-21,21,"1,461.70","1,550.10",24,10
20-Jan-21,22,"1,400.70","1,450.42",22,9
20-Jan-21,23,"1,288.00","1,348.05",20,9
20-Jan-21,24,"1,174.70","1,262.36",19,8
21-Jan-21,1,"1,131.90","1,208.12",17,7
21-Jan-21,2,"1,109.00","1,184.53",16,5
21-Jan-21,3,"1,106.70","1,175.79",16,4
21-Jan-21,4,"1,120.10","1,182.55",15,4
21-Jan-21,5,"1,156.30","1,221.76",16,5
21-Jan-21,6,"1,249.40","1,317.69",16,4
21-Jan-21,7,"1,371.40","1,461.27",16,5
21-Jan-21,8,"1,498.60","1,566.27",15,5
21-Jan-21,9,"1,540.80","1,610.41",16,6
21-Jan-21,10,"1,531.90","1,622.68",18,8
21-Jan-21,11,"1,553.90","1,630.31",21,10
21-Jan-21,12,"1,559.30","1,636.04",23,8
21-Jan-21,13,"1,527.20","1,639.33",23,11
21-Jan-21,14,"1,521.30","1,629.55",23,14
21-Jan-21,15,"1,497.10","1,601.17",24,17
21-Jan-21,16,"1,513.60","1,594.94",24,17
21-Jan-21,17,"1,605.80","1,647.61",25,19
21-Jan-21,18,"1,665.70","1,732.90",25,19
21-Jan-21,19,"1,642.90","1,703.93",24,19
21-Jan-21,20,"1,573.20","1,631.22",24,19
21-Jan-21,21,"1,512.00","1,540.14",24,19
21-Jan-21,22,"1,384.50","1,425.52",25,20
21-Jan-21,23,"1,227.30","1,309.78",24,20
21-Jan-21,24,"1,167.80","1,216.21",24,20
22-Jan-21,1,"1,113.90","1,156.23",23,20
22-Jan-21,2,"1,091.40","1,122.93",22,19
22-Jan-21,3,"1,072.80","1,104.87",22,19
22-Jan-21,4,"1,076.70","1,108.05",21,17
22-Jan-21,5,"1,120.00","1,147.89",19,16
22-Jan-21,6,"1,203.90","1,242.24",17,14
22-Jan-21,7,"1,329.10","1,385.56",16,12
22-Jan-21,8,"1,435.60","1,493.22",16,13
22-Jan-21,9,"1,474.80","1,533.72",17,14
22-Jan-21,10,"1,421.90","1,544.46",21,17
22-Jan-21,11,"1,416.10","1,513.39",23,17
22-Jan-21,12,"1,351.10","1,470.55",28,20
22-Jan-21,13,"1,335.80","1,451.35",33,22
22-Jan-21,14,"1,338.30","1,450.80",38,24
